origin,destination,year,shipments
Danzig,Sunderland,1877,8
Danzig,Tyne Ports,1883,8
Danzig,Tyne Ports,1889,8
Danzig,WISBECH,1881,8
Dieppe,NEWHAVEN,1899,8
Dordrecht,Newcastle upon Tyne,1879,8
Drammen,Alloa,1889,8
Drammen,Borrowstounness,1891,8
Drammen,Bristol,1879,8
Drammen,Bristol,1889,8
Drammen,Cardiff,1889,8
Drammen,Grangemouth,1883,8
Drammen,Hartlepool (West),1891,8
Drammen,Hull,1885,8
Drammen,Hull,1889,8
Drammen,Hull,1893,8
Drammen,Hull,1897,8
Drammen,Shoreham,1881,8
Drammen,Sunderland,1881,8
Drammen,Wick,1881,8
Drobak,Kirkcaldy,1887,8
Falkenberg,Alloa,1897,8
Falkenberg,Hull,1895,8
Fredrikstad,FOWEY,1893,8
Fredrikstad,Hartlepool (West),1877,8
Fredrikstad,Hull,1899,8
Fredrikstad,Newcastle upon Tyne,1877,8
Fredrikstad,Poole,1885,8
Fredrikstad,Southampton,1883,8
Fredrikstad,Tyne Ports,1889,8
Fremantle,London,1895,8
Gefle,BLYTH,1893,8
Gefle,Grangemouth,1877,8
Gefle,Grimsby,1897,8
Gefle,Hull,1875,8
Gefle,Shoreham,1897,8
Gefle,Sunderland,1897,8
Gefle,Tyne Ports,1895,8
Gefle,Tyne Ports,1897,8
Gefle,Tyne Ports,1899,8
Gothenburg,Ayr,1899,8
Gothenburg,BLYTH,1889,8
Gothenburg,Borrowstounness,1881,8
Gothenburg,Glasgow,1895,8
Gothenburg,Hull,1890,8
Gothenburg,Liverpool,1874,8
Gothenburg,Middlesbrough,1897,8
Gothenburg,Montrose,1881,8
Gothenburg,Swansea,1893,8
Gothenburg,Tyne Ports,1892,8
Grimstad,Newport,1889,8
Halden,Alloa,1895,8
Halden,London,1881,8
Halifax,Gloucester,1883,8
Halifax,Liverpool,1881,8
Halmstad,Borrowstounness,1885,8
Halmstad,Borrowstounness,1897,8
Halmstad,Hartlepool (West),1877,8
Halmstad,Tyne Ports,1889,8
Halmstad,Tyne Ports,1891,8
Hamburg,Le Havre,1891,8
Hamburg,London,1898,8
Harnas,Hull,1887,8
Helsingfors,London,1893,8
Hennebont,Cardiff,1881,8
Hennebont,Swansea,1883,8
Hennebont,Swansea,1893,8
Hernosand,Grimsby,1883,8
Hernosand,Grimsby,1889,8
Hernosand,Grimsby,1891,8
Hernosand,London,1885,8
Hernosand,Tyne Ports,1887,8
Holmestrand,Sunderland,1879,8
Holmestrand,Sunderland,1881,8
Holmestrand,Tyne Ports,1891,8
Hudikswall,Hartlepool (West),1881,8
Hudikswall,Tyne Ports,1885,8
Iggesund,Hull,1879,8
Jamaica,Glasgow,1874,8
Kalmar,Hartlepool (West),1877,8
Kalmar,Sunderland,1887,8
Kemi,Liverpool,1877,8
Klaipeda,Grangemouth,1891,8
Klaipeda,Hull,1881,8
Klaipeda,King's Lynn,1883,8
Klaipeda,Leith,1893,8
Klaipeda,London,1898,8
Klaipeda,Lynn,1879,8
Klaipeda,Sunderland,1895,8
Konigsberg,Grimsby,1891,8
Konigsberg,Hartlepool (West),1879,8
Konigsberg,Hartlepool (West),1887,8
Konigsberg,Hartlepool (West),1889,8
Konigsberg,Hull,1897,8
Konigsberg,Hull,1899,8
Konigsberg,London,1899,8
Konigsberg,Sunderland,1889,8
Konigsberg,Wick,1883,8
Kotka,Grangemouth,1885,8
Kotka,Grimsby,1877,8
Kotka,Hartlepool (West),1883,8
Kotka,Hull,1899,8
Kotka,Liverpool,1895,8
Kotka,Rochester,1889,8
Kotka,Rochester,1893,8
Kotka,Tyne Ports,1883,8
Kotka,Tyne Ports,1889,8
Kragero,Alloa,1891,8
Kragero,Alloa,1899,8
Kragero,Granton,1885,8
Kragero,Hull,1874,8
Kragero,Liverpool,1885,8
Kragero,London,1883,8
Kragero,Tyne Ports,1897,8
La Roche Bernard,Newport,1893,8
La Rochelle,Cardiff,1881,8
La Tremblede,Swansea,1893,8
Laurvig,Alloa,1899,8
Laurvig,Belfast,1887,8
Laurvig,Hartlepool (West),1883,8
Laurvig,Leith,1889,8
Laurvig,Liverpool,1887,8
Laurvig,London,1887,8
Laurvig,Tyne Ports,1893,8
Liepāja,Hull,1883,8
Ljusne,Cardiff,1889,8
Lorient,Newport,1877,8
Lulea,Grimsby,1893,8
Lulea,Hull,1874,8
Lulea,London,1887,8
Lulea,London,1897,8
Lulea,Plymouth,1881,8
Lulea,Plymouth,1887,8
Mandal,Wick,1883,8
Matane,London,1899,8
Mem,Hartlepool (West),1874,8
Minatitlan,Liverpool,1881,8
Miramichi,Barrow-in-Furness,1877,8
Miramichi,Dublin,1887,8
Miramichi,Hull,1874,8
Miramichi,Liverpool,1874,8
Miramichi,Liverpool,1875,8
Miramichi,Liverpool,1893,8
Miramichi,Liverpool,1899,8
Miramichi,Swansea,1883,8
Mobile,Greenock,1899,8
Mobile,Liverpool,1897,8
Montreal,Hull,1897,8
Montreal,Tyne Ports,1893,8
Montreal,Tyne Ports,1899,8
Moss,Alloa,1899,8
Moss,Grangemouth,1875,8
Moulmein,London,1883,8
Musquash,Liverpool,1881,8
Mönsterås,Hull,1891,8
Namsos,Leith,1895,8
Nantes,Tyne Ports,1887,8
Nantes,Tyne Ports,1893,8
Nederkalix,Grimsby,1895,8
Nederkalix,London,1899,8
New York,Liverpool,1900,8
New York,London,1892,8
New York,London,1898,8
New York,Southampton,1897,8
Newport News,Bristol,1897,8
Newport News,Liverpool,1891,8
Norrkoping,Tyne Ports,1889,8
Nyhamn,Grimsby,1879,8
Nyhamn,Hartlepool (West),1881,8
Odessa,Hull,1899,8
Onega,London,1879,8
Oscarshamn,Hartlepool (West),1895,8
Oscarshamn,Hull,1883,8
Oscarshamn,Methil,1895,8
Oscarshamn,Sunderland,1885,8
Oscarshamn,Tyne Ports,1893,8
Pascagoula,Greenock,1897,8
Pensacola,Gloucester,1881,8
Pensacola,Greenock,1891,8
Pensacola,Hull,1889,8
Pensacola,Liverpool,1893,8
Pensacola,Newcastle upon Tyne,1877,8
Philadelphia,Belfast,1885,8
Philadelphia,Liverpool,1874,8
Philadelphia,London,1885,8
Pitea,Grimsby,1897,8
Pitea,Hartlepool (West),1875,8
Pitea,London,1895,8
Pont-Aven,Newport,1879,8
Pont-l'Abbé,Newport,1889,8
Porsgrund,Chester,1887,8
Porsgrund,Chester,1889,8
Porsgrund,Grangemouth,1875,8
Porsgrund,Kirkcaldy,1899,8
Porsgrund,Leith,1897,8
Porsgrund,Middlesbrough,1891,8
Porsgrund,Middlesbrough,1897,8
Port Launay,Llanelli,1883,8
Port Launay,Swansea,1881,8
Portland,Liverpool,1900,8
Quebec City,Bristol,1877,8
Quebec City,Cardiff,1879,8
Quebec City,Cardiff,1885,8
Quebec City,Dundee,1875,8
Quebec City,Dundee,1887,8
Quebec City,Glasgow,1895,8
Quebec City,Grangemouth,1889,8
Quebec City,Greenock,1897,8
Quebec City,Hartlepool (West),1875,8
Quebec City,Hull,1883,8
Quebec City,Hull,1885,8
Quebec City,Hull,1893,8
Quebec City,Leith,1885,8
Quebec City,Plymouth,1891,8
Quebec City,Port Glasgow,1875,8
Quebec City,Tyne Ports,1887,8
Quebec City,Wick,1881,8
Quimper,Newport,1881,8
Quimper,Newport,1891,8
Quimper,Swansea,1885,8
Rafso,Grangemouth,1893,8
Rafso,London,1899,8
Rangoon,Greenock,1889,8
Rangoon,London,1874,8
Redon,Swansea,1879,8
Redon,Swansea,1893,8
Richibouctou,Liverpool,1899,8
Riga,Aberdeen,1897,8
Riga,Alloa,1883,8
Riga,Alloa,1885,8
Riga,Arbroath,1883,8
Riga,Borrowstounness,1885,8
Riga,Cardiff,1885,8
Riga,Dundalk,1889,8
Riga,Dundee,1884,8
Riga,Granton,1895,8
Riga,Kirkcaldy,1893,8
Riga,LOWESTOFT,1893,8
Riga,MANCHESTER,1899,8
Riga,Montrose,1899,8
Riga,Newport,1883,8
Riga,Southampton,1889,8
Riga,Southampton,1891,8
Riga,Sunderland,1899,8
Riga,Troon,1889,8
Riga,Yarmouth,1879,8
Rijeka,Liverpool,1899,8
Risoer,Borrowstounness,1887,8
Risoer,Cardiff,1899,8
Rotterdam,Goole,1898,8
Rotterdam,Hull,1883,8
Sandarne,London,1887,8
Sandefjord,Alloa,1889,8
Sapelo,Liverpool,1899,8
Shediac,Gloucester,1885,8
Skelleftea,Grimsby,1881,8
Skelleftea,Grimsby,1893,8
Skelleftea,Hull,1897,8
Skelleftea,London,1887,8
Skelleftea,Whitehaven,1881,8
Skien,Borrowstounness,1895,8
Skien,Hartlepool (West),1897,8
Skien,Hull,1899,8
Skien,London,1887,8
Skien,Sunderland,1885,8
Skonvik,Grangemouth,1875,8
Skonvik,London,1889,8
Skutskar,Gloucester,1887,8
Skutskar,Hull,1887,8
Skutskar,London,1893,8
Skutskar,London,1897,8
Soderhamn,Grimsby,1881,8
Soderhamn,Hartlepool (West),1881,8
Soderhamn,Hull,1893,8
Soderhamn,Sunderland,1881,8
Soderhamn,Sunderland,1883,8
Soderhamn,Tyne Ports,1889,8
St. John,Cardiff,1883,8
St. John,Cardiff,1887,8
St. John,Cardiff,1889,8
St. John,Cork,1885,8
St. John,Cork,1887,8
St. John,Cork,1893,8
St. John,Dublin,1881,8
St. John,Dundalk,1883,8
St. John,Glasgow,1883,8
St. John,Gloucester,1897,8
St. John,Limerick,1895,8
St. John,London,1883,8
St. John,Londonderry,1889,8
St. John,Newport,1881,8
St. John,WIGTOWN,1881,8
St. Malo,Swansea,1883,8
St. Petersburg,Borrowstounness,1899,8
St. Petersburg,Hartlepool (West),1897,8
St. Petersburg,Leith,1899,8
Stettin,Dundee,1887,8
Stettin,Dundee,1889,8
Stettin,Grangemouth,1881,8
Stettin,Grimsby,1893,8
Stettin,Hartlepool (West),1891,8
Stettin,Hull,1893,8
Stettin,Kirkcaldy,1891,8
Stettin,Tyne Ports,1881,8
Stettin,Tyne Ports,1899,8
Stockholm,Alloa,1887,8
Stockholm,London,1879,8
Stockholm,Tyne Ports,1887,8
Sundswall,Aberdeen,1885,8
Sundswall,Aberdeen,1893,8
Sundswall,Banff,1883,8
Sundswall,Cardiff,1899,8
Sundswall,Grangemouth,1875,8
Sundswall,Grangemouth,1899,8
Sundswall,Grimsby,1879,8
Sundswall,Hartlepool (West),1885,8
Sundswall,Hull,1879,8
Sundswall,Inverness,1881,8
Sundswall,Inverness,1883,8
Sundswall,Liverpool,1893,8
Sundswall,Peterhead,1889,8
Sundswall,Southampton,1881,8
Sundswall,Swansea,1885,8
Sundswall,Wick,1891,8
Sundswall,Yarmouth,1899,8
Svartvik,London,1893,8
Svartvik,London,1899,8
Tonsberg,Borrowstounness,1883,8
Trieste,Hull,1885,8
Trois-Rivières,London,1879,8
Trondheim,Dundee,1883,8
Trondheim,Grangemouth,1897,8
Trondheim,Hull,1874,8
Trondheim,Tyne Ports,1889,8
Tvedestrand,Cardiff,1883,8
Tvedestrand,Cardiff,1889,8
Tvedestrand,Cardiff,1897,8
Tvedestrand,Hull,1887,8
Uddevalla,Hartlepool (West),1881,8
Uddevalla,Hartlepool (West),1883,8
Uddevalla,Hartlepool (West),1899,8
Uddevalla,Sunderland,1885,8
Uddevalla,Sunderland,1897,8
Uddevalla,Tyne Ports,1899,8
Uleaborg,Hartlepool (West),1897,8
Uleaborg,Hartlepool (West),1899,8
Uleaborg,Liverpool,1877,8
Vannes,Newport,1883,8
Vannes,Newport,1885,8
Varberg,Hartlepool (West),1881,8
Varberg,Hull,1889,8
Varberg,Sunderland,1889,8
Varberg,Tyne Ports,1889,8
Ventspils,Aberdeen,1887,8
Ventspils,Grangemouth,1893,8
Vilagarcía de Arousa,Cardiff,1883,8
Västervik (Westerwik),Borrowstounness,1895,8
Västervik (Westerwik),Hull,1887,8
Västervik (Westerwik),Hull,1891,8
West Bay,Liverpool,1889,8
Wyborg,Grimsby,1879,8
Wyborg,Grimsby,1881,8
Wyborg,Hull,1885,8
Wyborg,Tyne Ports,1899,8
Wyborg,WISBECH,1893,8
Abo,Grangemouth,1891,7
Abo,Hull,1895,7
Abo,London,1881,7
Abo,Southampton,1881,7
Abo,Southampton,1887,7
Amsterdam,Hull,1885,7
Antwerp,Liverpool,1891,7
Antwerp,London,1899,7
Apalachicola,Liverpool,1887,7
Arcachon,Cardiff,1879,7
Arcachon,Cardiff,1887,7
Arcachon,Swansea,1887,7
Archangel,Cardiff,1891,7
Archangel,Cardiff,1893,7
Archangel,Cardiff,1897,7
Archangel,Dublin,1883,7
Archangel,Dundee,1879,7
Archangel,Dundee,1883,7
Archangel,Dundee,1895,7
Archangel,Gloucester,1899,7
Archangel,Grangemouth,1891,7
Archangel,Grangemouth,1895,7
Archangel,Liverpool,1887,7
Archangel,London,1881,7
Archangel,London,1891,7
Archangel,WISBECH,1887,7
Archangel,Wick,1881,7
Archangel,Yarmouth,1879,7
Archangel,Yarmouth,1887,7
Arendal,Cardiff,1893,7
Arendal,Hartlepool (West),1877,7
Arendal,Hartlepool (West),1891,7
Arendal,Hartlepool (West),1895,7
Arendal,Hull,1899,7
Arendal,Liverpool,1897,7
Arendal,London,1887,7
Arendal,London,1889,7
Arendal,Tyne Ports,1889,7
Auray,Cardiff,1891,7
Auray,Newport,1887,7
Auray,Newport,1891,7
Baie Verte,Belfast,1891,7
Baltimore,Belfast,1887,7
Baltimore,Bristol,1899,7
Baltimore,Dublin,1895,7
Baltimore,Dublin,1897,7
Baltimore,Leith,1895,7
Baltimore,London,1895,7
Bayonne,Cardiff,1896,7
Bayonne,Cardiff,1900,7
Bayonne,Swansea,1899,7
Belize,Liverpool,1881,7
Belize,London,1893,7
Bergkvara,Hull,1895,7
Binic,Swansea,1889,7
Bjorneborg,Grangemouth,1889,7
Bjorneborg,Grimsby,1879,7
Bjorneborg,Leith,1883,7
Bjorneborg,London,1891,7
Bjorneborg,Newcastle upon Tyne,1879,7
Bjorneborg,Tyne Ports,1881,7
Bollsta,Montrose,1885,7
Bordeaux,Belfast,1889,7
Bordeaux,Bristol,1897,7
Bordeaux,Leith,1895,7
Bordeaux,Liverpool,1891,7
Bordeaux,London,1891,7
Bordeaux,Newport,1890,7
Bordeaux,Newport,1898,7
Bordeaux,Sunderland,1880,7
Bordeaux,Swansea,1900,7
Boston,Hull,1899,7
Boston,MANCHESTER,1899,7
Brevig,Grimsby,1893,7
Brevig,Hartlepool (West),1887,7
Brevig,Middlesbrough,1899,7
Brevig,Sunderland,1883,7
Brevig,Tyne Ports,1889,7
Calcutta,London,1893,7
Charleston,Liverpool,1899,7
Chatham,Liverpool,1874,7
Christiania,Borrowstounness,1889,7
Christiania,Charlestown,1875,7
Christiania,Gloucester,1887,7
Christiania,Kirkcaldy,1881,7
Christiania,Southampton,1889,7
Christiania,Sunderland,1893,7
Christiania,Tyne Ports,1879,7
Christiania,Yarmouth,1883,7
Christiansand,Cardiff,1889,7
Christiansand,Hartlepool (West),1877,7
Christiansand,Sunderland,1881,7
Colberg,Sunderland,1883,7
Copenhagen,Leith,1897,7
Cronstadt,Aberdeen,1899,7
Cronstadt,Granton,1877,7
Cronstadt,Granton,1883,7
Cronstadt,Hartlepool (West),1881,7
Cronstadt,Hartlepool (West),1893,7
Cronstadt,Southampton,1885,7
Cronstadt,Wick,1881,7
Cronstadt,Yarmouth,1883,7
Dalhousie,Liverpool,1881,7
Danzig,Boston,1889,7
Danzig,Cardiff,1883,7
Danzig,Grangemouth,1879,7
Danzig,King's Lynn,1895,7
Danzig,LOWESTOFT,1899,7
Danzig,Leith,1883,7
Danzig,Liverpool,1893,7
Danzig,Newport,1887,7
Dordrecht,Tyne Ports,1879,7
Drammen,Alloa,1897,7
Drammen,Belfast,1883,7
Drammen,Belfast,1887,7
Drammen,Cardiff,1885,7
Drammen,Dublin,1887,7
Drammen,Grangemouth,1879,7
Drammen,Granton,1885,7
Drammen,Leith,1889,7
Drammen,Liverpool,1895,7
Drammen,London,1893,7
Drammen,Plymouth,1889,7
Drammen,Rochester,1881,7
Drammen,Stockton,1881,7
Drammen,Yarmouth,1887,7
Drammen,Yarmouth,1889,7
Falkenberg,Borrowstounness,1893,7
Falkenberg,Hartlepool (West),1895,7
Falkenberg,Kirkcaldy,1899,7
Falkenberg,Sunderland,1891,7
Ferrol,Cardiff,1887,7
Fredrikshamn,Tyne Ports,1893,7
Fredrikstad,Belfast,1891,7
Fredrikstad,Bristol,1889,7
Fredrikstad,Bristol,1893,7
Fredrikstad,Cardiff,1885,7
Fredrikstad,Cardiff,1893,7
Fredrikstad,Dublin,1889,7
Fredrikstad,Hull,1885,7
Fredrikstad,Hull,1895,7
Fredrikstad,PENZANCE,1881,7
Fredrikstad,Rochester,1883,7
Fredrikstad,Rochester,1899,7
Fredrikstad,Sunderland,1889,7
Fredrikstad,Swansea,1895,7
Fredrikstad,Tyne Ports,1887,7
Fredrikstad,Tyne Ports,1897,7
Fredriksvern,Aberdeen,1893,7
Gefle,Bristol,1879,7
Gefle,Gloucester,1887,7
Gefle,Grimsby,1893,7
Gefle,King's Lynn,1881,7
Gefle,Liverpool,1889,7
Gefle,Middlesbrough,1895,7
Gefle,Shoreham,1881,7
Gefle,Shoreham,1883,7
Gefle,Sunderland,1895,7
Gefle,Tyne Ports,1887,7
Glasgow,MONTREAL,1893,7
Gothenburg,Borrowstounness,1895,7
Gothenburg,DOUGLAS,1883,7
Gothenburg,Dundee,1881,7
Gothenburg,Glasgow,1881,7
Gothenburg,Glasgow,1891,7
Gothenburg,Grangemouth,1883,7
Gothenburg,Granton,1879,7
Gothenburg,Grimsby,1877,7
Gothenburg,Kirkcaldy,1889,7
Gothenburg,Leith,1881,7
Gothenburg,London,1892,7
Gothenburg,Methil,1895,7
Gothenburg,Newport,1883,7
Gothenburg,Plymouth,1881,7
Gothenburg,Southampton,1893,7
Gothenburg,Swansea,1891,7
Gothenburg,Tyne Ports,1896,7
Gothenburg,Yarmouth,1885,7
Gothenburg,Yarmouth,1887,7
Gothenburg,Yarmouth,1891,7
Grimstad,Cardiff,1881,7
Grimstad,Cardiff,1897,7
Grimstad,Hartlepool (West),1881,7
Grimstad,Hartlepool (West),1883,7
Grimstad,King's Lynn,1883,7
Halden,Alloa,1889,7
Halden,Belfast,1891,7
Halden,Borrowstounness,1895,7
Halden,Bristol,1893,7
Halden,Liverpool,1895,7
Halden,London,1879,7
Halden,London,1889,7
Halden,London,1899,7
Halden,Sunderland,1887,7
Halden,Sunderland,1893,7
Halden,Tyne Ports,1889,7
Halifax,Bristol,1889,7
Halifax,Glasgow,1891,7
Halifax,London,1883,7
Halifax,London,1897,7
Halifax,London,1899,7
Halmstad,Hartlepool (West),1887,7
Halmstad,Kirkcaldy,1897,7
Halmstad,London,1879,7
Halmstad,Methil,1895,7
Halmstad,Newcastle upon Tyne,1879,7
Hamburg,Liverpool,1883,7
Hamburg,Tyne Ports,1887,7
Hango,Hull,1897,7
Helsingfors,Grangemouth,1883,7
Helsingfors,Grimsby,1877,7
Helsingfors,Leith,1893,7
Helsingfors,WISBECH,1899,7
Hennebont,Barrow-in-Furness,1877,7
Hennebont,Newport,1884,7
Hennebont,Swansea,1895,7
Hernosand,Borrowstounness,1893,7
Hernosand,Grangemouth,1897,7
Hernosand,Grimsby,1877,7
Hernosand,Grimsby,1881,7
Hernosand,London,1893,7
Hernosand,Tyne Ports,1883,7
Hernosand,Tyne Ports,1885,7
Hernosand,Tyne Ports,1895,7
Holmestrand,Alloa,1889,7
Holmestrand,Hartlepool (West),1883,7
Holmestrand,Leith,1881,7
Holmestrand,Sunderland,1885,7
Holmestrand,Tyne Ports,1881,7
Holmestrand,Tyne Ports,1889,7
Holmestrand,Tyne Ports,1895,7
Hudikswall,Bristol,1877,7
Hudikswall,Hartlepool (West),1883,7
Hudikswall,Hartlepool (West),1887,7
Hudikswall,Hartlepool (West),1893,7
Hudikswall,Hull,1874,7
Hudikswall,Hull,1899,7
Hudikswall,London,1885,7
Hudikswall,London,1895,7
Hudikswall,Tyne Ports,1887,7
Istanbul,Liverpool,1875,7
Kalmar,Sunderland,1879,7
Karlshamn,Kirkcaldy,1899,7
Karlskrona,Hartlepool,1899,7
Karlskrona,Hull,1895,7
Klaipeda,Belfast,1889,7
Klaipeda,Boston,1897,7
Klaipeda,Bristol,1879,7
Klaipeda,Grangemouth,1881,7
Klaipeda,Grimsby,1877,7
Klaipeda,Hartlepool,1874,7
Klaipeda,Hull,1879,7
Klaipeda,Hull,1887,7
Klaipeda,LOWESTOFT,1889,7
Klaipeda,Liverpool,1883,7
Klaipeda,Liverpool,1891,7
Klaipeda,Liverpool,1897,7
Klaipeda,Newport,1887,7
Klaipeda,Sunderland,1887,7
Klaipeda,Yarmouth,1885,7
Konigsberg,Alloa,1891,7
Konigsberg,Grimsby,1893,7
Konigsberg,Tyne Ports,1889,7
Kotka,Grangemouth,1893,7
Kotka,Grangemouth,1895,7
Kotka,Hartlepool (West),1877,7
Kotka,King's Lynn,1881,7
Kotka,Rochester,1891,7
Kragero,Borrowstounness,1891,7
Kragero,Hartlepool (West),1891,7
Kragero,London,1874,7
Kragero,London,1881,7
Kragero,London,1891,7
Kragero,Sunderland,1889,7
Kramfors,Grimsby,1879,7
La Roche Bernard,Swansea,1889,7
La Rochelle,Cardiff,1883,7
La Rochelle,Swansea,1885,7
La Tremblede,Cardiff,1889,7
Laguna,London,1891,7
Langesund,Hartlepool (West),1889,7
Laurvig,Alloa,1883,7
Laurvig,Alloa,1891,7
Laurvig,Borrowstounness,1887,7
Laurvig,London,1891,7
Laurvig,Sunderland,1895,7
Liepāja,Grimsby,1885,7
Liepāja,Liverpool,1899,7
Lillesand,Tyne Ports,1881,7
Lorient,Swansea,1899,7
Lulea,Hull,1893,7
Lulea,London,1885,7
Malmo,Grimsby,1899,7
Mandal,Newcastle upon Tyne,1877,7
Marseilles,Liverpool,1891,7
Marseilles,London,1881,7
Marseilles,London,1899,7
Metis,London,1879,7
Minatitlan,London,1891,7
Miramichi,Cardiff,1887,7
Miramichi,Glasgow,1877,7
Miramichi,Glasgow,1883,7
Miramichi,Glasgow,1899,7
Miramichi,Gloucester,1885,7
Miramichi,Liverpool,1885,7
Miramichi,London,1881,7
Miramichi,London,1889,7
Miramichi,Newport,1889,7
Miramichi,WIGTOWN,1881,7
Montreal,Bristol,1883,7
Montreal,Hull,1891,7
Montreal,Leith,1889,7
Montreal,London,1881,7
Moss,Sunderland,1881,7
Moss,Sunderland,1883,7
Moulmein,Greenock,1883,7
Moulmein,Greenock,1889,7
Mönsterås,Hartlepool (West),1885,7
Namsos,Leith,1877,7
Namsos,Tyne Ports,1885,7
Nantes,Cardiff,1879,7
Narva,Grangemouth,1893,7
Narva,Grangemouth,1895,7
Narva,Hartlepool (West),1895,7
Narva,Hull,1883,7
Narva,Montrose,1889,7
Nederkalix,Hull,1879,7
New Orleans,Liverpool,1874,7
New Orleans,Liverpool,1898,7
New Orleans,London,1893,7
New York,London,1890,7
New York,NEWHAVEN,1897,7
New York,Tyne Ports,1887,7
New York,Tyne Ports,1889,7
New York,Tyne Ports,1899,7
Norrkoping,London,1889,7
Norrkoping,London,1895,7
Nyhamn,London,1874,7
Nyhamn,London,1883,7
Odessa,Hull,1889,7
Onega,Liverpool,1879,7
Onega,London,1887,7
Oscarshamn,Hartlepool (West),1889,7
Oscarshamn,Middlesbrough,1881,7
Oscarshamn,Tyne Ports,1899,7
Parrsboro,Liverpool,1885,7
Pensacola,Cardiff,1887,7
Pensacola,Greenock,1897,7
Pensacola,London,1891,7
Pensacola,Plymouth,1897,7
Pensacola,Tyne Ports,1881,7
Pitea,Grimsby,1881,7
Pitea,Grimsby,1887,7
Pitea,London,1883,7
Pitea,London,1899,7
Porsgrund,Alloa,1881,7
Porsgrund,Alloa,1893,7
Porsgrund,Alloa,1895,7
Porsgrund,Borrowstounness,1887,7
Porsgrund,Cardiff,1881,7
Porsgrund,Fraserburgh,1883,7
Porsgrund,Hartlepool,1899,7
Porsgrund,Hull,1885,7
Porsgrund,Hull,1891,7
Porsgrund,Leith,1895,7
Porsgrund,Liverpool,1891,7
Porsgrund,London,1885,7
Porsgrund,Middlesbrough,1881,7
Porsgrund,Plymouth,1881,7
Porsgrund,Sunderland,1889,7
Porsgrund,Sunderland,1893,7
Porsgrund,Tyne Ports,1875,7
Porsgrund,Tyne Ports,1879,7
Porsgrund,Tyne Ports,1887,7
Port Launay,Llanelli,1887,7
Portland,Bristol,1897,7
Portland,Glasgow,1893,7
Portland,Glasgow,1899,7
Pugwash,Liverpool,1881,7
Pugwash,MANCHESTER,1895,7
Pugwash,Preston,1899,7
Quebec City,Aberdeen,1883,7
Quebec City,Cardiff,1891,7
Quebec City,Cork,1881,7
Quebec City,Cork,1893,7
Quebec City,Dundee,1874,7
Quebec City,Dundee,1877,7
Quebec City,Dundee,1881,7
Quebec City,Dundee,1885,7
Quebec City,Gloucester,1881,7
Quebec City,Gloucester,1885,7
Quebec City,Greenock,1899,7
Quebec City,Leith,1874,7
Quebec City,Plymouth,1887,7
Quebec City,Plymouth,1889,7
Quebec City,Sunderland,1877,7
Quebec City,Sunderland,1889,7
Rafso,Hull,1893,7
Rafso,Hull,1899,7
Rafso,Tyne Ports,1895,7
Rafso,Tyne Ports,1899,7
Rangoon,Hull,1877,7
Rangoon,London,1897,7
Redon,Newport,1891,7
Richibouctou,Glasgow,1874,7
Richibouctou,Liverpool,1883,7
Richibouctou,Liverpool,1893,7
Riga,Aberdeen,1887,7
Riga,Alloa,1895,7
Riga,Arbroath,1899,7
Riga,Boston,1893,7
Riga,Bristol,1897,7
Riga,Dublin,1883,7
Riga,Dublin,1891,7
Riga,Dundalk,1881,7
Riga,Dundee,1875,7
Riga,EXETER,1881,7
Riga,Goole,1885,7
Riga,Hartlepool (West),1899,7
Riga,Hull,1898,7
Riga,Kirkcaldy,1883,7
Riga,London,1890,7
Riga,London,1892,7
Riga,Middlesbrough,1893,7
Riga,Montrose,1889,7
Riga,Plymouth,1899,7
Riga,Portsmouth,1883,7
Riga,Sunderland,1879,7
Riga,Swansea,1893,7
Riga,Waterford,1885,7
Rijeka,Glasgow,1887,7
Rijeka,Glasgow,1893,7
Rijeka,Liverpool,1889,7
Rijeka,Liverpool,1895,7
Rijeka,Liverpool,1897,7
Risoer,Cardiff,1889,7
Risoer,Leith,1897,7
Risoer,Leith,1899,7
Risoer,Liverpool,1889,7
Risoer,Tyne Ports,1887,7
Risoer,Tyne Ports,1899,7
Risoer,Wick,1889,7
Rivadeo,Cardiff,1887,7
Rivadeo,Swansea,1881,7
Rochefort,Cardiff,1885,7
Rochefort,Cardiff,1887,7
Rotterdam,Cork,1899,7
Rotterdam,Grangemouth,1887,7
Rotterdam,Hull,1890,7
Rotterdam,London,1883,7
Rotterdam,Middlesbrough,1891,7
Rotterdam,Southampton,1891,7
Rotterdam,Tyne Ports,1879,7
Saguenay,London,1885,7
Saguenay,London,1887,7
Saint-Brieuc,Cardiff,1877,7
Saint-Brieuc,Cardiff,1883,7
Sandefjord,Charlestown,1875,7
Sandefjord,Granton,1883,7
Savannah,Liverpool,1889,7
