origin,commodity_form,year,shipments
Saguenay,deals,1889,10
San Francisco,boards,1889,10
Sandarne,boards,1893,10
Sandarne,deals,1874,10
Sannesund,firewood,1875,10
Shediac,deals,1875,10
Shediac,deals,1895,10
Skelleftea,battens,1877,10
Skelleftea,battens,1891,10
Skelleftea,battens,1893,10
Skelleftea,boards,1895,10
Skelleftea,boards,1897,10
Skien,battens,1883,10
Skien,deals,1897,10
Skien,firewood,1889,10
Skonvik,battens,1887,10
Skonvik,deals,1887,10
Skutskar,boards,1879,10
Skutskar,firewood,1891,10
Skutskar,firewood,1897,10
Soderhamn,ends,1885,10
Soderhamn,firewood,1874,10
Soderhamn,firewood,1879,10
Soroka,deals,1887,10
St. John,battens,1875,10
St. John,deal ends,1899,10
St. John,deals,1880,10
St. John,deals,1900,10
St. John,planks,1899,10
St. John,shooks,1899,10
St. John,timber,1875,10
St. John,timber,1881,10
St. John,timber,1883,10
St. Petersburg,battens,1893,10
St. Petersburg,boathooks,1889,10
St. Petersburg,deal ends,1889,10
St. Petersburg,ends,1891,10
St. Petersburg,ends,1897,10
St. Petersburg,laths,1897,10
St. Petersburg,wood,1891,10
St. Petersburg,wood,1893,10
Stettin,logs,1883,10
Stettin,logs,1885,10
Stettin,sleepers,1881,10
Stettin,timber,1893,10
Stugsund,deals,1899,10
Sundswall,ends,1881,10
Svartvik,battens,1885,10
Svartvik,boards,1883,10
Svartvik,boards,1897,10
Svartvik,firewood,1883,10
Svartvik,firewood,1899,10
Timrå,battens,1881,10
Timrå,deals,1893,10
Tonsberg,pit props,1893,10
Tornea,battens,1899,10
Tornea,deals,1893,10
Trieste,planks,1889,10
Trois-Rivières,deals,1885,10
Trois-Rivières,ends,1887,10
Tvedestrand,pit props,1885,10
Uddevalla,trellis,1891,10
Uleaborg,battens,1887,10
Uleaborg,firewood,1897,10
Vanevik,firewood,1895,10
Ventspils,battens,1883,10
Ventspils,deals,1895,10
Ventspils,pitwood,1891,10
Ventspils,sleepers,1877,10
Västervik (Westerwik),battens,1895,10
West Bay,deals,1891,10
Wyborg,battens,1875,10
Wyborg,firewood,1891,10
Wyborg,firewood,1893,10
Wyborg,firewood,1899,10
Abo,boards,1885,9
Abo,firewood,1883,9
Alloa,pit props,1899,9
Apalachicola,deals,1897,9
Apalachicola,timber,1885,9
Arcachon,pitwood,1899,9
Archangel,battens,1879,9
Archangel,deal ends,1881,9
Archangel,ends,1874,9
Archangel,firewood,1897,9
Archangel,firewood,1899,9
Arendal,pitwood,1897,9
Auray,pit props,1881,9
Auray,pit props,1897,9
Baie Verte,deals,1881,9
Baie Verte,deals,1899,9
Baie Verte,ends,1885,9
Baie Verte,ends,1893,9
Baie Verte,scantlings,1893,9
Baltimore,deals,1899,9
Baltimore,doors,1899,9
Baltimore,handles,1891,9
Baltimore,logs,1883,9
Baltimore,lumber,1890,9
Baltimore,mouldings,1899,9
Baltimore,timber,1893,9
Baltimore,treenails,1874,9
Bangkok,planks,1891,9
Bathurst,ends,1889,9
Belize,logs,1883,9
Belize,logs,1893,9
Bergkvara,pit props,1883,9
Bjorneborg,deals,1895,9
Bjorneborg,staves,1879,9
Blaye,pitwood,1893,9
Bordeaux,hoops,1885,9
Bordeaux,wood,1881,9
Borga,battens,1881,9
Borga,battens,1899,9
Borga,deals,1891,9
Boston,boards,1891,9
Boston,bobbins,1889,9
Boston,deals,1895,9
Boston,wood,1881,9
Bremen,logs,1899,9
Bremen,planks,1887,9
Bremen,wood,1874,9
Brevig,boards,1891,9
Brevig,mining timber,1881,9
Brevig,pitwood,1899,9
Buctouche,deals,1877,9
Calcutta,planks,1891,9
Calcutta,planks,1893,9
Campbellton,deal ends,1889,9
Charleston,staves,1885,9
Charlottetown,deals,1883,9
Chatham,deals,1885,9
Chatham,deals,1899,9
Christiania,boards,1877,9
Christiania,boathooks,1891,9
Christiania,boathooks,1895,9
Christiania,boathooks,1899,9
Christiania,firewood,1895,9
Christiania,flooring,1883,9
Christiania,rickers,1883,9
Christiania,rickers,1895,9
Christiania,sleepers,1887,9
Christiania,spars,1875,9
Christiania,staves,1875,9
Christiania,staves,1877,9
Christiania,timber,1895,9
Christiania,wood,1883,9
Christiania,wood pulp,1891,9
Christiansand,mining timber,1883,9
Christiansand,staves,1877,9
Christinestad,pit props,1899,9
Cronstadt,boards,1881,9
Cronstadt,deal ends,1891,9
Cronstadt,ends,1879,9
Cronstadt,lathwood,1891,9
Cronstadt,pit props,1889,9
Cronstadt,pit props,1899,9
Cronstadt,staves,1874,9
Dalhousie,deals,1897,9
Danzig,balks,1899,9
Danzig,blocks,1893,9
Danzig,deals,1877,9
Danzig,deals,1897,9
Danzig,mouldings,1889,9
Darien,deals,1897,9
Darien,timber,1897,9
Demerara,timber,1875,9
Domsjo,battens,1891,9
Domsjo,deals,1885,9
Domsjo,deals,1887,9
Domsjo,deals,1891,9
Dordrecht,hoops,1891,9
Drammen,wood,1897,9
Drobak,pit props,1891,9
Falkenberg,battens,1889,9
Figeholm,pit props,1887,9
Finnklippan,firewood,1887,9
Fredrikshamn,pit props,1895,9
Fredrikshamn,pit props,1899,9
Fredrikstad,pit props,1883,9
Fredrikstad,sleepers,1889,9
Fredrikstad,spars,1883,9
Fredrikstad,spars,1899,9
Fredrikstad,staves,1874,9
Gefle,pit props,1893,9
Gothenburg,battens,1898,9
Gothenburg,blocks,1893,9
Gothenburg,bobbins,1897,9
Gothenburg,doors,1874,9
Gothenburg,flooring,1897,9
Gothenburg,lathwood,1887,9
Gothenburg,pitwood,1887,9
Gothenburg,poles,1892,9
Gothenburg,rickers,1883,9
Gothenburg,spars,1885,9
Gothenburg,timber,1899,9
Gothenburg,trellis,1883,9
Gothenburg,trellis,1885,9
Gothenburg,trellis,1887,9
Gothenburg,trellis,1889,9
Gothenburg,trellis,1893,9
Gothenburg,wood pulp,1883,9
Gothenburg,wood pulp,1895,9
Grimstad,mining timber,1883,9
Halden,battens,1885,9
Halden,battens,1887,9
Halden,battens,1893,9
Halden,deals,1887,9
Halden,firewood,1897,9
Halden,flooring,1891,9
Halden,sleepers,1889,9
Halden,staves,1887,9
Halifax,battens,1887,9
Halifax,battens,1895,9
Halifax,sleepers,1899,9
Hallsta,battens,1883,9
Hallsta,deals,1899,9
Halmstad,pit props,1892,9
Halmstad,pitwood,1891,9
Hamburg,deals,1897,9
Hamburg,wood,1893,9
Helsingfors,boards,1891,9
Helsingfors,deals,1895,9
Helsingfors,timber,1874,9
Hernosand,mining timber,1887,9
Hernosand,mining timber,1889,9
Hernosand,mining timber,1891,9
Holmsund,boards,1899,9
Holmsund,deals,1874,9
Holmsund,deals,1879,9
Hommelvik,battens,1889,9
Hommelvik,firewood,1897,9
Hudikswall,battens,1897,9
Hudikswall,firewood,1883,9
Hudikswall,pit props,1881,9
Husum,battens,1883,9
Iggesund,battens,1889,9
Iggesund,deals,1881,9
Iggesund,deals,1899,9
Jamaica,spars,1899,9
Kalmar,battens,1891,9
Kalmar,battens,1899,9
Kalmar,deals,1891,9
Kalmar,deals,1899,9
Kem,boards,1893,9
Kemi,battens,1885,9
Kemi,battens,1891,9
Klaipeda,logs,1885,9
Klaipeda,timber,1897,9
Konigsberg,deals,1881,9
Konigsberg,deals,1889,9
Kotka,pit props,1895,9
Kotka,pit props,1899,9
Kragero,firewood,1885,9
Kragero,firewood,1887,9
Kragero,mining timber,1887,9
Kragero,poles,1893,9
Kragero,timber,1891,9
Kramfors,deals,1891,9
La Rochelle,pitwood,1885,9
La Tremblede,pitwood,1893,9
Laguna,ends,1897,9
Langesund,pit props,1883,9
Langesund,pit props,1891,9
Langror,battens,1881,9
Langror,battens,1883,9
Laurvig,boards,1881,9
Laurvig,crowntrees,1887,9
Laurvig,crowntrees,1889,9
Laurvig,pit props,1890,9
Liepāja,deals,1893,9
Liepāja,staves,1889,9
Liepāja,wood,1891,9
Lillesand,pit props,1883,9
Ljusne,battens,1897,9
Ljusne,firewood,1883,9
Lorient,pit props,1881,9
Lulea,battens,1879,9
Lulea,boards,1895,9
Marseilles,wood,1881,9
Matane,boards,1899,9
Minatitlan,ends,1877,9
Minatitlan,ends,1891,9
Miramichi,boards,1877,9
Miramichi,boards,1895,9
Miramichi,deal ends,1874,9
Miramichi,scantlings,1874,9
Mobile,staves,1899,9
Montreal,battens,1887,9
Montreal,battens,1889,9
Montreal,battens,1895,9
Montreal,battens,1897,9
Montreal,doors,1895,9
Montreal,logs,1891,9
Moss,battens,1881,9
Munksund,deals,1893,9
Namsos,battens,1897,9
Namsos,deals,1889,9
Nantes,hoops,1887,9
Narva,boards,1889,9
Narva,firewood,1889,9
Narva,pit props,1895,9
New Orleans,staves,1890,9
New Orleans,timber,1889,9
New Orleans,timber,1897,9
New York,blocks,1897,9
New York,handles,1893,9
New York,poles,1883,9
New York,timber,1895,9
New York,wood,1875,9
New York,wood,1898,9
New York,woodware,1899,9
Nordmaling,battens,1883,9
Norfolk,lumber,1897,9
Norrkoping,battens,1897,9
Norrkoping,boards,1889,9
Norrkoping,deals,1887,9
Norrkoping,deals,1897,9
Nyhamn,deals,1899,9
Odessa,staves,1883,9
Onega,battens,1887,9
Ornskjoldsvik,battens,1895,9
Ornskjoldsvik,boards,1883,9
Ornskjoldsvik,deals,1893,9
Oscarshamn,deals,1877,9
Pensacola,deals,1884,9
Philadelphia,logs,1895,9
Philadelphia,spokes,1891,9
Pitea,battens,1885,9
Pitea,deals,1875,9
Pitea,firewood,1885,9
Pitea,firewood,1893,9
Pitea,firewood,1899,9
Porsgrund,battens,1893,9
Porsgrund,mining timber,1883,9
Porsgrund,timber,1875,9
Portland,lumber,1897,9
Pugwash,deals,1887,9
Pugwash,ends,1883,9
Pugwash,scantlings,1895,9
Quebec City,battens,1893,9
Quebec City,planks,1881,9
Quebec City,squares,1897,9
Quebec City,wood,1881,9
Redon,pitwood,1877,9
Richibouctou,ends,1899,9
Richibouctou,scantlings,1887,9
Riga,batten ends,1895,9
Riga,battens,1892,9
Riga,firewood,1875,9
Riga,laths,1881,9
Riga,lathwood,1890,9
Riga,lathwood,1898,9
Riga,pit props,1881,9
Riga,pitwood,1889,9
Riga,pitwood,1899,9
Riga,spars,1899,9
Riga,wood,1883,9
Rijeka,logs,1883,9
Rijeka,planks,1889,9
Rijeka,planks,1895,9
Rijeka,planks,1899,9
Rijeka,staves,1899,9
Risoer,firewood,1897,9
Rochefort,pit props,1881,9
Rotterdam,wood,1898,9
Saguenay,deals,1875,9
Saguenay,deals,1887,9
Saguenay,palings,1881,9
Sandarne,battens,1887,9
Sandarne,battens,1889,9
Sandarne,boards,1899,9
Sandarne,deals,1877,9
Sandarne,deals,1883,9
Sandarne,deals,1893,9
Sandarne,deals,1899,9
Sandefjord,pit props,1891,9
Sandefjord,pitwood,1889,9
Sapelo,timber,1899,9
Savannah,staves,1887,9
Shediac,battens,1889,9
Shediac,deals,1891,9
Shediac,scantlings,1889,9
Sheet Harbour,deals,1889,9
Skelleftea,boards,1887,9
Skien,firewood,1881,9
Skien,firewood,1895,9
Skien,firewood,1897,9
Skien,timber,1881,9
Skonvik,deals,1877,9
Skonvik,firewood,1881,9
Skutskar,deals,1881,9
Skutskar,firewood,1899,9
Skutskar,staves,1885,9
Soderhamn,pit props,1891,9
Soroka,boards,1885,9
Soroka,deals,1897,9
St. Estephe,pitwood,1899,9
St. John,planks,1895,9
St. John,splints,1895,9
St. Petersburg,ends,1895,9
Stettin,logs,1881,9
Stettin,sleepers,1877,9
Stettin,squares,1881,9
Stettin,staves,1881,9
Stocka,battens,1883,9
Stocka,battens,1889,9
Stockholm,doors,1891,9
Stockholm,doors,1893,9
Stockholm,firewood,1889,9
Stockholm,mouldings,1895,9
Stugsund,deals,1889,9
Sundswall,ends,1889,9
Sundswall,firewood,1875,9
Sundswall,flooring,1883,9
Sundswall,pit props,1889,9
Sundswall,spars,1877,9
Sundswall,timber,1881,9
Svartvik,battens,1881,9
Svartvik,battens,1891,9
Svartvik,boards,1895,9
Svartvik,deals,1875,9
Svartvik,firewood,1881,9
Svartvik,timber,1874,9
Timrå,battens,1889,9
Timrå,deals,1881,9
Tornea,battens,1883,9
Tornea,battens,1885,9
Trois-Rivières,deal ends,1883,9
Trois-Rivières,deals,1889,9
Trondheim,battens,1874,9
Trondheim,boards,1891,9
Trondheim,boards,1897,9
Trondheim,deals,1895,9
Trondheim,pit props,1881,9
Trondheim,staves,1891,9
Trondheim,staves,1899,9
Uddevalla,pit props,1875,9
Uddevalla,pitwood,1899,9
Uddevalla,trellis,1889,9
Uleaborg,boards,1885,9
Uleaborg,firewood,1893,9
Umea,battens,1893,9
Umea,deals,1893,9
Varberg,pit props,1895,9
Ventspils,blocks,1899,9
Ventspils,deals,1889,9
Ventspils,deals,1897,9
Vilagarcía de Arousa,pitwood,1899,9
Västervik (Westerwik),battens,1889,9
Västervik (Westerwik),boards,1891,9
West Bay,scantlings,1899,9
Wyborg,battens,1897,9
Wyborg,firewood,1881,9
Wyborg,staves,1887,9
A Coruña,pitwood,1887,8
Abo,deals,1887,8
Abo,staves,1883,8
Abo,staves,1889,8
Apalachicola,deals,1899,8
Arcachon,pitwood,1881,8
Archangel,boards,1875,8
Archangel,deal ends,1883,8
Archangel,ends,1877,8
Archangel,firewood,1891,8
Archangel,staves,1899,8
Arendal,firewood,1885,8
Arendal,pitwood,1883,8
Arendal,poles,1889,8
Arendal,squares,1883,8
Arendal,timber,1877,8
Arendal,timber,1897,8
Baie Verte,deal ends,1891,8
Baltimore,logs,1898,8
Baltimore,planks,1898,8
Baltimore,staves,1898,8
Bathurst,boards,1883,8
Bathurst,deal ends,1883,8
Bayonne,pit props,1880,8
Bayonne,pit props,1887,8
Bayonne,pit props,1899,8
Bayonne,pitwood,1892,8
Bayonne,pitwood,1900,8
Bjorneborg,boards,1893,8
Bjorneborg,boards,1895,8
Bjorneborg,firewood,1879,8
Blaye,pitwood,1889,8
Bordeaux,pitwood,1880,8
Bordeaux,pitwood,1886,8
Bordeaux,staves,1889,8
Bordeaux,wood,1883,8
Bordeaux,wood,1898,8
Borga,battens,1891,8
Boston,blocks,1897,8
Boston,scantlings,1883,8
Boston,scantlings,1897,8
Boston,staves,1886,8
Boston,staves,1890,8
Boston,wood,1885,8
Boston,wood,1897,8
Boston,woodware,1899,8
Bremen,planks,1889,8
Brevig,battens,1887,8
Brevig,battens,1893,8
Brevig,mining timber,1877,8
Brevig,mining timber,1879,8
Brevig,oars,1893,8
Brevig,pit props,1875,8
Brevig,spars,1899,8
Brevig,squares,1877,8
Brevig,timber,1887,8
Brevig,timber,1897,8
Buctouche,battens,1889,8
Buctouche,deals,1875,8
Buctouche,deals,1883,8
Campbellton,deals,1887,8
Carril,pitwood,1885,8
Charleston,staves,1887,8
Chatham,ends,1877,8
Chatham,palings,1883,8
Christiania,battens,1893,8
Christiania,blocks,1897,8
Christiania,crowntrees,1893,8
Christiania,pit props,1892,8
Christiania,rickers,1899,8
Christiania,scantlings,1899,8
Christiania,sleepers,1895,8
Christiania,spars,1877,8
Christiania,wood,1900,8
Christiania,wood pulp,1875,8
Christiania,wood pulp,1897,8
Christiansand,battens,1875,8
Christiansand,deals,1887,8
Christiansand,firewood,1883,8
Christiansand,firewood,1895,8
Christiansand,mining timber,1887,8
Christiansand,pitwood,1891,8
Christiansand,pitwood,1895,8
Christiansand,sleepers,1885,8
Christiansand,staves,1887,8
Cronstadt,batten ends,1889,8
Cronstadt,boards,1875,8
Cronstadt,pit props,1893,8
Cronstadt,poles,1885,8
Cronstadt,rickers,1895,8
Cronstadt,timber,1874,8
Cronstadt,wood,1893,8
Dalhousie,deals,1891,8
Dalhousie,timber,1881,8
Danzig,ends,1881,8
Danzig,ends,1899,8
Danzig,lathwood,1887,8
Danzig,logs,1883,8
Danzig,logs,1889,8
Danzig,mouldings,1891,8
Danzig,wood,1895,8
Darien,deals,1874,8
Darien,deals,1891,8
Darien,deals,1899,8
Darien,timber,1885,8
Darłowo,pit props,1889,8
Darłowo,pit props,1893,8
Demerara,timber,1897,8
Djupvik,deals,1893,8
Domsjo,battens,1893,8
Domsjo,battens,1895,8
Dordrecht,hoops,1893,8
Drammen,ends,1897,8
Drammen,firewood,1895,8
Drammen,poles,1891,8
Drammen,scantlings,1881,8
Drammen,spars,1885,8
Figeholm,pit props,1885,8
Figeholm,pit props,1893,8
Fredrikstad,firewood,1875,8
Fredrikstad,mining timber,1899,8
Fredrikstad,poles,1891,8
Fredrikstad,wood,1889,8
Fredriksvern,firewood,1893,8
Gefle,laths,1889,8
Gothenburg,boards,1890,8
Gothenburg,bobbins,1885,8
Gothenburg,flooring,1893,8
Gothenburg,lathwood,1889,8
Gothenburg,pitwood,1883,8
Gothenburg,pitwood,1885,8
Gothenburg,pitwood,1891,8
Gothenburg,pitwood,1895,8
Gothenburg,rickers,1887,8
Gothenburg,rickers,1891,8
Gothenburg,sleepers,1890,8
Gothenburg,spars,1881,8
Gothenburg,splits,1881,8
Gothenburg,squares,1889,8
Gothenburg,squares,1899,8
Gothenburg,staves,1874,8
Gothenburg,timber,1891,8
Gothenburg,timber,1893,8
Gothenburg,wood,1892,8
Gothenburg,wood pulp,1891,8
Gothenburg,woodware,1893,8
Halden,battens,1895,8
Halden,firewood,1893,8
Halden,flooring,1899,8
Halden,headings,1893,8
Halden,spars,1891,8
Halden,staves,1889,8
Halifax,deals,1874,8
Hallsta,battens,1899,8
Hallsta,deals,1881,8
Hallsta,deals,1883,8
Hallsta,deals,1887,8
Halmstad,deals,1883,8
Halmstad,mining timber,1895,8
Halmstad,pit props,1884,8
Hamburg,wood,1881,8
Harnas,battens,1895,8
Harnas,deals,1887,8
Helsingfors,boards,1887,8
Helsingfors,boards,1899,8
Hernosand,deals,1874,8
Hernosand,deals,1875,8
Hernosand,pit props,1887,8
Hernosand,staves,1889,8
Holmsund,boards,1889,8
Holmsund,deals,1899,8
Hommelvik,battens,1885,8
Hommelvik,deals,1893,8
Hommelvik,deals,1895,8
Hommelvik,deals,1897,8
Hommelvik,firewood,1885,8
Hudiksvall,battens,1899,8
Hudikswall,firewood,1895,8
Husum,battens,1885,8
Husum,battens,1899,8
Husum,deals,1883,8
Iggesund,battens,1883,8
Iggesund,battens,1897,8
Iggesund,deals,1885,8
Jakobstad,pit props,1899,8
Jamaica,spars,1874,8
Kalix,deals,1879,8
Kalmar,deals,1895,8
Karlshamn,pit props,1877,8
Karlshamn,pit props,1891,8
Karlshamn,pit props,1899,8
Karlskrona,pit props,1881,8
Kemi,battens,1893,8
Kemi,firewood,1897,8
Kemi,laths,1897,8
Klaipeda,battens,1889,8
Klaipeda,blocks,1887,8
Klaipeda,lathwood,1877,8
Klaipeda,lathwood,1887,8
Klaipeda,logs,1887,8
Klaipeda,staves,1898,8
Konigsberg,blocks,1895,8
Konigsberg,timber,1875,8
Kragero,firewood,1874,8
Kragero,firewood,1893,8
Kragero,firewood,1899,8
Kragero,mining timber,1877,8
Kragero,pitwood,1889,8
Kragero,pitwood,1895,8
Kragero,pitwood,1897,8
Kragero,pitwood,1899,8
Kragero,squares,1881,8
Kragero,timber,1893,8
Kramfors,boards,1883,8
Kramfors,deals,1881,8
Kristiania,spars,1879,8
La Roche Bernard,pitwood,1881,8
La Roche Bernard,pitwood,1887,8
La Roche Bernard,pitwood,1897,8
La Rochelle,pitwood,1887,8
Langesund,pit props,1887,8
Laurvig,battens,1893,8
Laurvig,battens,1899,8
Laurvig,boards,1897,8
Laurvig,crowntrees,1881,8
Laurvig,deals,1887,8
Laurvig,deals,1891,8
Laurvig,sleepers,1881,8
Liepāja,pit props,1891,8
Liepāja,wood,1889,8
Liepāja,wood,1897,8
Lillesand,mining timber,1881,8
Lillesand,mining timber,1883,8
Lillesand,pit props,1881,8
Lorient,pitwood,1895,8
Lulea,battens,1874,8
Lulea,deals,1891,8
Lulea,firewood,1893,8
Lulea,firewood,1899,8
Matane,battens,1899,8
Matane,boards,1889,8
Matane,deals,1891,8
Matane,ends,1895,8
Metis,deals,1879,8
Metis,deals,1883,8
Minatitlan,ends,1883,8
Minatitlan,logs,1883,8
Miramichi,battens,1891,8
Miramichi,battens,1893,8
Miramichi,ends,1874,8
Miramichi,palings,1891,8
Miramichi,palings,1897,8
Montreal,deal ends,1881,8
Montreal,lumber,1887,8
Montreal,planks,1899,8
Montreal,staves,1883,8
Montreal,wood,1899,8
Moulmein,planks,1881,8
Muros,pitwood,1895,8
Musquash,ends,1883,8
Mönsterås,pit props,1877,8
Namsos,battens,1881,8
Nantes,hoops,1895,8
Nantes,staves,1891,8
Narva,boards,1891,8
Nederkalix,firewood,1891,8
New Orleans,blocks,1897,8
New Orleans,lumber,1885,8
New Orleans,lumber,1891,8
New Orleans,planks,1899,8
New Orleans,staves,1874,8
New Orleans,staves,1900,8
New Orleans,wood,1897,8
New Orleans,wood,1899,8
New York,blocks,1885,8
New York,deals,1883,8
New York,deals,1885,8
New York,deals,1891,8
New York,headings,1895,8
New York,squares,1889,8
New York,squares,1897,8
Newport News,handles,1899,8
Newport News,planks,1893,8
Newport News,squares,1899,8
Newport News,staves,1891,8
Newport News,staves,1893,8
Norfolk,boards,1891,8
Norfolk,staves,1895,8
Norrkoping,boards,1893,8
Norrkoping,deals,1891,8
Nyhamn,boards,1879,8
Nyhamn,deals,1897,8
Odessa,logs,1897,8
Odessa,planks,1885,8
Onega,battens,1881,8
Onega,battens,1895,8
Onega,boards,1899,8
Onega,ends,1885,8
Onega,ends,1887,8
Ornskjoldsvik,battens,1893,8
Ornskjoldsvik,battens,1897,8
Ornskjoldsvik,deals,1895,8
Ornskjoldsvik,firewood,1883,8
Ornskjoldsvik,firewood,1899,8
Oscarshamn,deals,1891,8
Oscarshamn,deals,1897,8
Oscarshamn,pit props,1875,8
Oscarshamn,staves,1877,8
Oscarshamn,staves,1883,8
Parrsboro,deals,1881,8
Parrsboro,ends,1887,8
Parrsboro,scantlings,1895,8
Pascagoula,deals,1885,8
Pascagoula,timber,1881,8
Pascagoula,timber,1893,8
Pauillac,pitwood,1887,8
Pernoviken,battens,1883,8
Philadelphia,planks,1899,8
Philadelphia,shooks,1891,8
Philadelphia,spokes,1889,8
Pictou,deals,1881,8
Pitea,battens,1877,8
Pitea,boards,1883,8
Pitea,boards,1887,8
Pitea,deals,1885,8
Porsgrund,firewood,1891,8
Porsgrund,sleepers,1895,8
Porsgrund,spars,1887,8
Porsgrund,squares,1897,8
Porsgrund,staves,1889,8
Portland,staves,1899,8
Portland,timber,1899,8
Pugwash,deals,1879,8
Pugwash,deals,1885,8
Quebec City,battens,1881,8
Quebec City,battens,1883,8
Quebec City,battens,1895,8
Quebec City,deals,1884,8
Quebec City,logs,1899,8
Quebec City,lumber,1899,8
Quimper,pit props,1889,8
Rafso,boards,1887,8
Rafso,firewood,1887,8
Rangoon,blocks,1877,8
