destination,commodity_form,year,shipments
Hartlepool (West),ends,1874,45
Hull,squares,1895,45
Liverpool,deal ends,1875,45
Liverpool,laths,1881,45
Liverpool,lumber,1881,45
London,doors,1891,45
London,scantlings,1889,45
London,spars,1883,45
Middlesbrough,pit props,1887,45
Middlesbrough,pit props,1889,45
Montrose,battens,1881,45
Sunderland,deals,1895,45
Belfast,boards,1895,44
Dundee,deals,1887,44
Glasgow,ends,1897,44
Hartlepool (West),firewood,1889,44
Hartlepool (West),laths,1897,44
Hartlepool (West),sleepers,1877,44
Hartlepool (West),sleepers,1881,44
Hull,firewood,1891,44
Hull,logs,1895,44
Hull,rickers,1887,44
Liverpool,poles,1883,44
Liverpool,staves,1892,44
London,ends,1879,44
London,flooring,1897,44
London,laths,1895,44
London,oars,1889,44
MANCHESTER,deals,1895,44
Swansea,deals,1893,44
Yarmouth,battens,1889,44
Yarmouth,boards,1889,44
Aberdeen,firewood,1897,43
Belfast,wood,1885,43
Dublin,deals,1881,43
Dublin,deals,1893,43
Dundee,deals,1875,43
Glasgow,logs,1887,43
Goole,deals,1885,43
Grangemouth,lathwood,1877,43
Grimsby,sleepers,1885,43
Grimsby,sleepers,1891,43
Grimsby,sleepers,1897,43
Hartlepool (West),sleepers,1883,43
Hartlepool (West),sleepers,1895,43
Hartlepool (West),squares,1874,43
Hull,firewood,1874,43
Hull,mining timber,1891,43
King's Lynn,battens,1899,43
Leith,staves,1887,43
Liverpool,laths,1899,43
Liverpool,mouldings,1899,43
Liverpool,wood,1895,43
London,blocks,1885,43
London,lathwood,1891,43
London,lathwood,1899,43
London,planks,1885,43
London,sleepers,1891,43
Swansea,pit props,1891,43
Tyne Ports,crowntrees,1889,43
WISBECH,boards,1889,43
Barrow-in-Furness,deals,1885,42
Bristol,boards,1893,42
Cardiff,pit props,1897,42
Dundee,deals,1899,42
Fleetwood,deals,1893,42
Grangemouth,ends,1877,42
Grangemouth,ends,1891,42
Granton,pit props,1891,42
Grimsby,battens,1881,42
Grimsby,boards,1879,42
Grimsby,hoops,1897,42
Grimsby,sleepers,1877,42
Hull,battens,1879,42
Hull,lathwood,1885,42
Hull,lathwood,1887,42
Hull,poles,1895,42
Hull,sleepers,1895,42
King's Lynn,boards,1899,42
King's Lynn,deals,1893,42
Leith,firewood,1885,42
Liverpool,mouldings,1897,42
Liverpool,spars,1899,42
London,logs,1874,42
London,logs,1887,42
London,lumber,1883,42
London,rickers,1889,42
Newport,pit props,1887,42
Swansea,pit props,1883,42
Tyne Ports,mining timber,1885,42
Tyne Ports,mouldings,1893,42
Tyne Ports,sleepers,1891,42
Tyne Ports,timber,1899,42
Yarmouth,battens,1887,42
Yarmouth,boards,1887,42
Aberdeen,deals,1899,41
Aberdeen,firewood,1891,41
Alloa,pit props,1879,41
Bristol,boards,1883,41
Cardiff,boards,1885,41
Cardiff,deals,1897,41
Cardiff,pit props,1899,41
Dublin,deals,1895,41
Dundee,deals,1893,41
Glasgow,ends,1881,41
Glasgow,wood,1887,41
Grimsby,hoops,1891,41
Hull,pit props,1879,41
Hull,sleepers,1899,41
Hull,wood,1885,41
Hull,wood,1897,41
Hull,wood,1899,41
London,pit props,1889,41
Swansea,pit props,1889,41
Tyne Ports,battens,1879,41
Tyne Ports,hoops,1891,41
Tyne Ports,staves,1893,41
Tyne Ports,timber,1889,41
WISBECH,battens,1887,41
WISBECH,boards,1891,41
Yarmouth,battens,1899,41
Yarmouth,boards,1893,41
Grangemouth,timber,1885,40
Greenock,deals,1895,40
Grimsby,timber,1877,40
Hull,boards,1874,40
Hull,ends,1881,40
Liverpool,laths,1883,40
London,logs,1899,40
Sunderland,battens,1899,40
Tyne Ports,deals,1879,40
Tyne Ports,mining timber,1887,40
Yarmouth,battens,1895,40
Yarmouth,boards,1885,40
Aberdeen,deals,1893,39
Belfast,hoops,1887,39
Bristol,battens,1883,39
Bristol,battens,1893,39
Bristol,boards,1895,39
Dundee,battens,1893,39
Dundee,deals,1879,39
Greenock,deals,1893,39
Greenock,deals,1897,39
Greenock,staves,1877,39
King's Lynn,deals,1889,39
Kirkcaldy,battens,1899,39
Liverpool,blocks,1889,39
London,deal ends,1881,39
London,rickers,1895,39
London,sleepers,1887,39
London,squares,1891,39
Lynn,deals,1879,39
Middlesbrough,pit props,1891,39
Montrose,battens,1887,39
Sunderland,sleepers,1877,39
Sunderland,sleepers,1891,39
Sunderland,sleepers,1893,39
Tyne Ports,mouldings,1895,39
Tyne Ports,splits,1899,39
WISBECH,battens,1891,39
Yarmouth,battens,1893,39
Yarmouth,deals,1891,39
Aberdeen,deals,1897,38
Dundee,battens,1897,38
Fleetwood,deals,1891,38
Glasgow,deal ends,1897,38
Granton,pit props,1889,38
Granton,pit props,1893,38
Greenock,timber,1889,38
Grimsby,boards,1883,38
Grimsby,firewood,1885,38
Grimsby,sleepers,1879,38
Hartlepool (West),boards,1879,38
Hull,firewood,1881,38
Hull,sleepers,1883,38
Leith,lathwood,1881,38
Leith,staves,1881,38
Liverpool,laths,1887,38
Liverpool,pit props,1883,38
Liverpool,wood,1889,38
London,deal ends,1891,38
London,flooring,1887,38
London,flooring,1891,38
London,logs,1885,38
Newport,deals,1889,38
Peterhead,staves,1895,38
Sunderland,boards,1885,38
Sunderland,boards,1889,38
Sunderland,boards,1899,38
Sunderland,deals,1891,38
Tyne Ports,poles,1893,38
Tyne Ports,timber,1887,38
Tyne Ports,timber,1893,38
WISBECH,boards,1895,38
WISBECH,deals,1899,38
Aberdeen,battens,1893,37
Aberdeen,battens,1897,37
Bristol,ends,1883,37
Cardiff,battens,1885,37
Cardiff,ends,1885,37
Cardiff,pitwood,1884,37
Cardiff,pitwood,1900,37
Glasgow,lumber,1883,37
Glasgow,scantlings,1883,37
Glasgow,wood,1891,37
Grangemouth,timber,1883,37
Granton,deals,1889,37
Greenock,staves,1875,37
Grimsby,ends,1899,37
Hartlepool (West),mining timber,1891,37
Hull,ends,1887,37
Hull,lumber,1899,37
Hull,sleepers,1881,37
Hull,sleepers,1887,37
Hull,timber,1891,37
Hull,timber,1893,37
Leith,firewood,1899,37
Liverpool,blocks,1887,37
Liverpool,pit props,1881,37
Liverpool,squares,1893,37
London,rickers,1891,37
London,wood,1875,37
London,wood,1883,37
Newcastle upon Tyne,deals,1879,37
Poole,deals,1887,37
Portsmouth,deals,1883,37
Tyne Ports,mining timber,1897,37
Tyne Ports,mouldings,1883,37
Tyne Ports,sleepers,1881,37
Tyne Ports,sleepers,1897,37
Tyne Ports,staves,1875,37
Tyne Ports,staves,1891,37
Tyne Ports,staves,1895,37
Tyne Ports,timber,1883,37
WISBECH,boards,1899,37
WISBECH,deals,1893,37
Aberdeen,firewood,1895,36
Belfast,hoops,1891,36
Borrowstounness,sleepers,1874,36
Bristol,battens,1889,36
Bristol,battens,1897,36
Bristol,boards,1885,36
Bristol,boards,1891,36
Bristol,timber,1874,36
Cardiff,deals,1879,36
Grangemouth,pit props,1883,36
Granton,battens,1877,36
Grimsby,battens,1883,36
Hartlepool,battens,1899,36
Hartlepool (West),sleepers,1879,36
Hartlepool (West),squares,1881,36
Hartlepool (West),staves,1877,36
Hull,mouldings,1891,36
Kirkcaldy,battens,1897,36
Leith,ends,1889,36
Leith,firewood,1891,36
Leith,staves,1889,36
Liverpool,laths,1897,36
Liverpool,lathwood,1881,36
Liverpool,palings,1883,36
Liverpool,shooks,1889,36
Liverpool,sleepers,1889,36
Liverpool,sleepers,1891,36
Liverpool,spars,1891,36
Liverpool,wood,1883,36
London,flooring,1883,36
London,flooring,1885,36
London,palings,1883,36
London,scantlings,1899,36
London,wood,1893,36
Methil,pit props,1893,36
Montrose,boards,1889,36
Sunderland,sleepers,1885,36
Tyne Ports,wood pulp,1883,36
WISBECH,boards,1887,36
Alloa,pitwood,1887,35
Barrow-in-Furness,ends,1883,35
Belfast,pit props,1889,35
Cardiff,pitwood,1877,35
Glasgow,logs,1897,35
Grangemouth,timber,1893,35
Granton,pit props,1895,35
Grimsby,battens,1879,35
Hartlepool (West),laths,1889,35
Hartlepool (West),squares,1877,35
Hartlepool (West),timber,1891,35
Hull,doors,1895,35
Hull,poles,1893,35
King's Lynn,boards,1883,35
King's Lynn,deals,1895,35
Kirkcaldy,pit props,1885,35
Leith,staves,1897,35
Liverpool,firewood,1889,35
Liverpool,laths,1885,35
Liverpool,logs,1889,35
London,boxboards,1897,35
London,doors,1893,35
London,mouldings,1893,35
MANCHESTER,battens,1899,35
Middlesbrough,pit props,1885,35
Newport,deals,1883,35
Poole,boards,1891,35
Rochester,deals,1883,35
Sunderland,battens,1895,35
Sunderland,boards,1887,35
Tyne Ports,deal ends,1883,35
Tyne Ports,poles,1881,35
Tyne Ports,wood,1891,35
Alloa,battens,1889,34
Belfast,deals,1893,34
Belfast,hoops,1883,34
Bristol,ends,1881,34
Bristol,ends,1885,34
Glasgow,ends,1883,34
Hartlepool (West),lathwood,1883,34
Harwich,deals,1897,34
Hull,pit props,1875,34
Hull,rickers,1883,34
Hull,sleepers,1897,34
Ipswich,deals,1883,34
King's Lynn,deals,1885,34
Leith,lathwood,1875,34
Liverpool,headings,1887,34
Liverpool,hoops,1891,34
Liverpool,poles,1889,34
Liverpool,poles,1899,34
Liverpool,sleepers,1895,34
London,deal ends,1887,34
Peterhead,staves,1883,34
Poole,boards,1893,34
Southampton,deals,1879,34
Southampton,deals,1885,34
Sunderland,battens,1883,34
Sunderland,boards,1895,34
Tyne Ports,boards,1875,34
Tyne Ports,laths,1899,34
Tyne Ports,poles,1899,34
Tyne Ports,wood pulp,1893,34
WISBECH,battens,1895,34
WISBECH,battens,1899,34
Aberdeen,firewood,1899,33
Alloa,battens,1883,33
Alloa,pitwood,1899,33
Barrow-in-Furness,deals,1889,33
Belfast,battens,1895,33
Belfast,wood,1883,33
Cardiff,boards,1899,33
Cardiff,pitwood,1892,33
Cork,deals,1885,33
Dundee,deals,1897,33
Glasgow,deals,1879,33
Glasgow,ends,1889,33
Grangemouth,ends,1893,33
Grangemouth,sleepers,1887,33
Granton,pit props,1885,33
Granton,pit props,1887,33
Grimsby,ends,1891,33
Grimsby,ends,1895,33
Grimsby,firewood,1887,33
Grimsby,hoops,1885,33
Hartlepool,boards,1899,33
Hartlepool (West),firewood,1891,33
Hartlepool (West),pit props,1875,33
Hartlepool (West),poles,1891,33
Hartlepool (West),staves,1889,33
Hull,poles,1897,33
Kirkcaldy,pit props,1895,33
LITTLEHAMPTON,deals,1895,33
Leith,firewood,1883,33
Leith,lathwood,1885,33
Liverpool,deal ends,1877,33
Liverpool,doors,1895,33
Liverpool,shooks,1895,33
London,boxboards,1889,33
London,logs,1895,33
London,rickers,1885,33
London,sleepers,1897,33
Middlesbrough,timber,1889,33
Montrose,firewood,1883,33
Newport,pit props,1877,33
Shoreham,deals,1885,33
Sunderland,boards,1883,33
Swansea,pit props,1895,33
Tyne Ports,sleepers,1887,33
WISBECH,deals,1895,33
Aberdeen,battens,1899,32
Alloa,sleepers,1881,32
BLYTH,mining timber,1895,32
Borrowstounness,sleepers,1877,32
Bristol,battens,1895,32
Bristol,lumber,1899,32
Cardiff,pit props,1883,32
Cardiff,pitwood,1898,32
Chester,poles,1881,32
Glasgow,planks,1889,32
Grangemouth,staves,1877,32
Grangemouth,staves,1883,32
Grangemouth,timber,1881,32
Granton,pit props,1879,32
Hartlepool (West),ends,1877,32
Hartlepool (West),poles,1897,32
Hartlepool (West),sleepers,1893,32
King's Lynn,battens,1883,32
King's Lynn,battens,1889,32
Leith,deals,1879,32
Leith,firewood,1887,32
Leith,firewood,1895,32
Liverpool,firewood,1891,32
Liverpool,flooring,1897,32
Liverpool,lumber,1898,32
Liverpool,planks,1883,32
Liverpool,poles,1891,32
Liverpool,poles,1897,32
Liverpool,sleepers,1883,32
Poole,deals,1883,32
Sunderland,deals,1897,32
Tyne Ports,timber,1875,32
Tyne Ports,wood,1897,32
Yarmouth,battens,1883,32
Barrow-in-Furness,ends,1877,31
Belfast,boards,1899,31
Bristol,battens,1887,31
Bristol,ends,1889,31
Cardiff,pit props,1895,31
Cork,deals,1881,31
Glasgow,ends,1893,31
Glasgow,logs,1881,31
Glasgow,wood,1883,31
Grangemouth,boards,1899,31
Greenock,deal ends,1883,31
Greenock,deals,1899,31
Hartlepool (West),ends,1875,31
Hartlepool (West),timber,1879,31
Hull,poles,1899,31
Hull,sleepers,1885,31
Hull,timber,1879,31
King's Lynn,battens,1895,31
King's Lynn,boards,1889,31
King's Lynn,deals,1887,31
Kirkcaldy,deals,1897,31
Leith,staves,1893,31
Liverpool,boards,1879,31
Liverpool,flooring,1899,31
Liverpool,laths,1895,31
Liverpool,lathwood,1877,31
Liverpool,lathwood,1885,31
Liverpool,logs,1885,31
Liverpool,poles,1895,31
Liverpool,sleepers,1897,31
Liverpool,splints,1895,31
Liverpool,staves,1886,31
London,blocks,1899,31
London,joinery,1885,31
London,laths,1893,31
London,planks,1895,31
London,woodware,1899,31
MANCHESTER,lumber,1899,31
Middlesbrough,squares,1889,31
Newcastle upon Tyne,battens,1879,31
Peterhead,battens,1895,31
Poole,battens,1891,31
Sunderland,battens,1885,31
Sunderland,sleepers,1887,31
Yarmouth,battens,1879,31
Yarmouth,battens,1891,31
Aberdeen,boards,1899,30
Alloa,battens,1881,30
Alloa,battens,1885,30
Barrow-in-Furness,battens,1877,30
Barrow-in-Furness,deals,1881,30
Barrow-in-Furness,deals,1887,30
Cardiff,battens,1895,30
Charlestown,pitwood,1877,30
Glasgow,bobbins,1887,30
Glasgow,scantlings,1885,30
Granton,deals,1881,30
Granton,pit props,1877,30
Greenock,staves,1881,30
Hartlepool,pit props,1895,30
Hartlepool (West),squares,1875,30
Hartlepool (West),staves,1885,30
Hull,ends,1893,30
Hull,mining timber,1883,30
Leith,hoops,1897,30
Leith,staves,1899,30
Liverpool,firewood,1897,30
Liverpool,laths,1889,30
Liverpool,mining timber,1897,30
Liverpool,shooks,1897,30
Liverpool,spars,1897,30
Liverpool,splints,1887,30
London,joinery,1887,30
London,scantlings,1881,30
London,squares,1883,30
Montrose,battens,1891,30
Newcastle upon Tyne,sleepers,1877,30
Poole,battens,1887,30
Poole,boards,1887,30
Sunderland,boards,1881,30
Swansea,deals,1883,30
Troon,deals,1889,30
Tyne Ports,firewood,1899,30
Yarmouth,firewood,1889,30
Alloa,pitwood,1889,29
Barrow-in-Furness,timber,1877,29
Belfast,ends,1889,29
Bristol,doors,1899,29
Bristol,ends,1899,29
Bristol,lumber,1897,29
Cardiff,mining timber,1889,29
Cardiff,pit props,1887,29
Dundee,battens,1874,29
Dundee,timber,1874,29
Glasgow,planks,1899,29
Goole,battens,1885,29
Granton,deals,1877,29
Granton,deals,1883,29
Granton,deals,1885,29
Greenock,squares,1889,29
Grimsby,battens,1887,29
Grimsby,ends,1885,29
Hartlepool (West),lathwood,1874,29
Hull,deal ends,1881,29
Hull,logs,1899,29
Leith,lathwood,1889,29
Liverpool,flooring,1891,29
Liverpool,laths,1891,29
Liverpool,staves,1888,29
Liverpool,timber,1879,29
Llanelli,pitwood,1887,29
London,boxboards,1887,29
London,deal ends,1893,29
London,laths,1879,29
London,lathwood,1875,29
London,pit props,1887,29
London,pit props,1891,29
London,planks,1887,29
London,scantlings,1891,29
London,sleepers,1893,29
London,spars,1889,29
MANCHESTER,deal ends,1895,29
Newport,deals,1887,29
Plymouth,firewood,1881,29
Poole,deals,1885,29
Poole,deals,1893,29
Swansea,pit props,1887,29
Tyne Ports,crowntrees,1883,29
Tyne Ports,crowntrees,1899,29
BLYTH,mining timber,1893,28
Belfast,hoops,1893,28
Bristol,battens,1885,28
Bristol,boards,1877,28
Bristol,pitwood,1891,28
Bristol,staves,1875,28
Cardiff,boards,1889,28
Dublin,deals,1891,28
Dublin,deals,1899,28
Fleetwood,deals,1897,28
Glasgow,ends,1875,28
Glasgow,scantlings,1881,28
Glasgow,timber,1889,28
Goole,deals,1891,28
Grangemouth,boxboards,1897,28
Granton,battens,1881,28
Granton,battens,1885,28
Granton,battens,1893,28
Granton,pit props,1881,28
Greenock,staves,1885,28
Grimsby,boards,1881,28
Grimsby,ends,1893,28
Hull,deal ends,1874,28
Hull,mining timber,1881,28
Hull,rickers,1899,28
King's Lynn,firewood,1881,28
Kirkcaldy,pit props,1883,28
Leith,firewood,1897,28
Leith,staves,1895,28
Liverpool,boxboards,1897,28
Liverpool,firewood,1899,28
Liverpool,lathwood,1874,28
Liverpool,lumber,1883,28
Liverpool,mining timber,1891,28
Liverpool,mining timber,1895,28
Llanelli,pitwood,1899,28
London,blocks,1897,28
London,oars,1881,28
London,planks,1893,28
London,scantlings,1885,28
Poole,battens,1883,28
Poole,boards,1885,28
Sunderland,deals,1879,28
Sunderland,sleepers,1881,28
Tyne Ports,staves,1879,28
WISBECH,boards,1893,28
Yarmouth,battens,1885,28
Aberdeen,deals,1895,27
Aberdeen,firewood,1889,27
Alloa,sleepers,1879,27
Barrow-in-Furness,boards,1889,27
Belfast,boards,1897,27
Bristol,ends,1877,27
Bristol,ends,1897,27
Bristol,staves,1877,27
Cardiff,battens,1899,27
Cardiff,ends,1881,27
Cardiff,ends,1883,27
Cardiff,mining timber,1891,27
Dundee,battens,1875,27
Fleetwood,deals,1887,27
Glasgow,logs,1895,27
Glasgow,planks,1887,27
Glasgow,planks,1891,27
Goole,boards,1891,27
Grangemouth,ends,1895,27
Grangemouth,ends,1899,27
Grangemouth,sleepers,1885,27
Grangemouth,sleepers,1899,27
Granton,battens,1889,27
Grimsby,firewood,1895,27
Grimsby,spars,1891,27
Hartlepool (West),firewood,1885,27
Hartlepool (West),firewood,1895,27
Hartlepool (West),lathwood,1875,27
Hartlepool (West),staves,1879,27
Hartlepool (West),staves,1891,27
Hartlepool (West),timber,1897,27
Hull,lathwood,1889,27
Hull,mining timber,1885,27
Hull,staves,1874,27
Ipswich,boards,1897,27
Ipswich,deals,1897,27
King's Lynn,deals,1891,27
LITTLEHAMPTON,boards,1895,27
Leith,firewood,1881,27
Leith,lathwood,1877,27
Liverpool,blocks,1891,27
Liverpool,firewood,1885,27
Liverpool,poles,1885,27
Liverpool,spars,1883,27
Liverpool,staves,1890,27
London,blocks,1893,27
London,boxboards,1891,27
London,logs,1889,27
London,lumber,1881,27
London,spars,1874,27
London,spokes,1885,27
London,squares,1899,27
MANCHESTER,ends,1899,27
MANCHESTER,laths,1899,27
Middlesbrough,pit props,1893,27
NEWHAVEN,boards,1899,27
Newport,deals,1879,27
Plymouth,deals,1881,27
Poole,battens,1893,27
Poole,deals,1879,27
Portsmouth,battens,1889,27
Portsmouth,deals,1889,27
Preston,deals,1899,27
Southampton,deals,1875,27
Sunderland,battens,1887,27
Sunderland,battens,1891,27
Sunderland,battens,1893,27
Sunderland,spars,1889,27
Tyne Ports,hoops,1897,27
Tyne Ports,squares,1881,27
Tyne Ports,timber,1895,27
WISBECH,battens,1885,27
WISBECH,firewood,1881,27
Yarmouth,boards,1883,27
Aberdeen,firewood,1881,26
Aberdeen,pit props,1893,26
BLYTH,battens,1895,26
Barrow-in-Furness,ends,1885,26
Bo'ness,pit props,1877,26
Borrowstounness,sleepers,1879,26
Bristol,battens,1877,26
Bristol,battens,1899,26
Bristol,ends,1887,26
Bristol,timber,1877,26
Cardiff,boards,1895,26
Chester,pit props,1881,26
Chester,pit props,1883,26
Chester,poles,1885,26
Cork,deals,1883,26
Cork,deals,1889,26
Dundee,deals,1877,26
Glasgow,ends,1891,26
Gloucester,timber,1879,26
Grangemouth,boxboards,1899,26
Grangemouth,lathwood,1874,26
Grangemouth,staves,1881,26
Granton,sleepers,1874,26
Greenock,timber,1893,26
Greenock,timber,1895,26
Grimsby,boards,1887,26
Grimsby,firewood,1893,26
Hartlepool (West),battens,1899,26
Hartlepool (West),poles,1885,26
Hartlepool (West),sleepers,1885,26
Hartlepool (West),staves,1875,26
Hull,deal ends,1893,26
Hull,rickers,1881,26
Hull,squares,1893,26
Hull,staves,1899,26
King's Lynn,boards,1895,26
Kirkcaldy,pit props,1893,26
Leith,staves,1874,26
Liverpool,blocks,1895,26
Liverpool,mining timber,1899,26
Liverpool,oars,1883,26
Liverpool,oars,1887,26
Llanelli,pitwood,1881,26
London,boards,1900,26
London,logs,1875,26
London,logs,1897,26
London,planks,1889,26
London,scantlings,1895,26
London,wood,1900,26
Middlesbrough,pit props,1895,26
Middlesbrough,pit props,1897,26
Middlesbrough,timber,1881,26
Montrose,deals,1889,26
Peterhead,battens,1883,26
Sunderland,pitwood,1899,26
Sunderland,poles,1883,26
Tyne Ports,crowntrees,1887,26
Tyne Ports,ends,1875,26
Tyne Ports,wood,1895,26
WISBECH,battens,1893,26
WISBECH,boards,1883,26
Yarmouth,boards,1891,26
