merchant,destination,year,shipments
A. F. & D. Mackay,Liverpool,1891,18
Bland & Co.,Liverpool,1874,18
"Calder, Henderson & Livingston",Glasgow,1899,18
Cameron Bros.,PERTH,1893,18
Corfield,Cardiff,1897,18
D. Sandison,Wick,1885,18
"Dolton, Bournes, & Dolton",London,1895,18
Driver & Co.,Southampton,1895,18
Drysdale Bros.,Liverpool,1883,18
Duus Brown & Co.,,1881,18
E. Chaloner & Co.,Liverpool,1885,18
E. Wiener & Co.,Sunderland,1899,18
Edmiston & Mitchells,Glasgow,1881,18
Farnworth & Jardine,Liverpool,1885,18
"Ferguson, Davidson, & Co.",Leith,1874,18
"Fife Coal Co., Ltd.",Kirkcaldy,1899,18
G. Horsley,Hartlepool (West),1879,18
G. Horsley & Co.,Hartlepool (West),1887,18
H. & G. Curwen & Co.,Fleetwood,1889,18
Harrison & Singleton,Hartlepool (West),1893,18
"Hooper, Campbell, & Co.",Cardiff,1893,18
Hull & Barnsley Railway Co.,Hull,1895,18
J. Black & Co.,Newcastle upon Tyne,1879,18
J. Chapman & Co.,Grimsby,1883,18
J. Donaldson & Sons,Methil,1895,18
J. Fleming & Co.,Aberdeen,1893,18
Jones & Nash,Bristol,1885,18
Jones & Wainwright,Bristol,1899,18
Kirkwood,Alloa,1889,18
Love,Alloa,1893,18
Love & Stewart,Alloa,1887,18
Manzanos,Cardiff,1885,18
May & Hassell,Hartlepool (West),1885,18
McPherson & McLaren,Grangemouth,1891,18
Moller,Hartlepool (West),1885,18
"Park, Dobson, & Co.",Leith,1877,18
Pedersen,Hartlepool (West),1895,18
Pedersen & Co.,Hartlepool (West),1893,18
"Powley, Thomas, & Co.",Cardiff,1889,18
R. Martin & Co.,Dublin,1883,18
R. Millar & Sons,Montrose,1899,18
"R. Wade, Sons, & Co.",Hartlepool (West),1897,18
Rayner,Sunderland,1879,18
Rayner & Moller,Hartlepool (West),1889,18
S. Ellis,Grimsby,1889,18
T. Dixon & Sons,Belfast,1895,18
W. G. Foy & Co.,Swansea,1899,18
W. Pearson & Co.,Hartlepool (West),1893,18
Williams & Davis,Swansea,1883,18
"With, Webster, & Co.",London,1887,18
"With, Webster, & Co.",London,1889,18
Alexanders & Co.,Cardiff,1895,17
Allan Bros.,Berwick-upon-Tweed,1883,17
"Allison, Cousland, & Hamilton",Glasgow,1883,17
"Allison, Cousland, & Hamilton",Glasgow,1887,17
Bell & Sime,Dundee,1881,17
Bell & Sime,Dundee,1895,17
Budd,Newport,1881,17
Budd,Newport,1885,17
C. Salvesen & Co.,Leith,1895,17
Calder & Co.,Borrowstounness,1874,17
Churchill & Sim,,1881,17
Corfield,Cardiff,1895,17
E. A. Casper & Co.,Hartlepool (West),1883,17
E. Alcott,Liverpool,1899,17
Fox,Plymouth,1881,17
G. Horsley,Hartlepool (West),1883,17
G. Horsley & Co.,Hartlepool (West),1893,17
G. Pyman & Co.,Hartlepool (West),1877,17
H. & G. Curwen & Co.,Fleetwood,1887,17
"H. Newsum, Sons, & Co.",Hull,1895,17
Hall Bros.,Tyne Ports,1881,17
J. & W. Wilson & Sons,Sunderland,1899,17
J. Bland & Co.,Cardiff,1897,17
J. Denholm,Borrowstounness,1887,17
J. Donaldson & Sons,Dundee,1893,17
J. Fleming,Dundee,1881,17
J. J. Norton,Poole,1893,17
J. T. Salvesen & Co.,Grangemouth,1895,17
James Scott,Tyne Ports,1885,17
John Good & Sons,Hull,1895,17
Jones,Newport,1879,17
Jones & Co.,Bristol,1875,17
Kennedy & Co.,Alloa,1885,17
Love,Alloa,1883,17
Love & Stewart,Alloa,1883,17
M. Chaplin,Hull,1895,17
M. J. Ellingsen,Leith,1883,17
Madsen,Alloa,1893,17
Madsen & Borch,Alloa,1889,17
Madsen & Borck,Alloa,1881,17
Madsen & Borck,Granton,1883,17
Marquis of Londonderry,Sunderland,1889,17
McPherson & McLaren,Grangemouth,1889,17
"Mitchell, Somerville, & Co.",Leith,1881,17
Neame & Co.,London,1879,17
North's Navigation Collieries,Swansea,1889,17
"Palgrave, Brown, & Son",Yarmouth,1899,17
Pearson,Hartlepool (West),1897,17
"Powley, Thomas, & Co.",Cardiff,1899,17
Price,Gloucester,1889,17
"Price, Walker, & Co.",Barrow-in-Furness,1891,17
"Price, Walker, & Co.",Gloucester,1891,17
Pyman,Hartlepool (West),1881,17
"Pyman, Bell, & Co.",Tyne Ports,1875,17
"Pyman, Bell, & Co.",Tyne Ports,1883,17
"Pyman, Bell, & Co.",Tyne Ports,1897,17
R. & R. Bayly,Plymouth,1897,17
R. Park & Co.,Leith,1874,17
"Robinson, David, & Co.",Cardiff,1899,17
S. Ellis,Grimsby,1887,17
"Seddon, Shepherd, & Co.",Grimsby,1893,17
"Seddon, Shepherd, & Co.",Grimsby,1895,17
Stave yard,London,1885,17
Swedish yard,London,1885,17
T. Adams & Sons,Gloucester,1897,17
T. Dixon & Sons,Belfast,1899,17
Taylor & Low Bros.,Bristol,1889,17
"Tellefsen, Wills, & Co.",Cardiff,1887,17
Tyne Steamship Co.,Tyne Ports,1887,17
Victor Nilsson & Co.,Hartlepool (West),1889,17
W. J. Watson & Co.,Middlesbrough,1895,17
W. Thomson & Co.,Leith,1885,17
Watsons,Cardiff,1899,17
Watts,Cardiff,1891,17
Wilson,Hull,1889,17
Wilson & Co.,Hull,1897,17
Wintringham & Son,Grimsby,1891,17
Wintringham & Son,Grimsby,1897,17
A. Dobell & Co.,Liverpool,1895,16
A. H. Tapson & Co.,Newport,1887,16
Albion yard,London,1885,16
Alexanders,Cardiff,1879,16
Alfred H. Tapson & Co.,Newport,1889,16
Allan Bros.,,1885,16
Allan Bros.,Berwick-upon-Tweed,1881,16
Allan Bros.,Berwick-upon-Tweed,1889,16
Barkworth & Co.,Gloucester,1879,16
"Bell & Sime, Ltd.",Dundee,1899,16
C. Ludwig & Co.,Aberdeen,1893,16
C. Schroeter & Co.,Cardiff,1891,16
Calder & Co.,Granton,1874,16
Calder & Co.,Middlesbrough,1885,16
Cameron Bros.,Dundee,1895,16
Canada yard,London,1885,16
Capelle,Cardiff,1897,16
Crossfield & Co.,Barrow-in-Furness,1895,16
Denholm,Borrowstounness,1887,16
E. W. Campbell,Sunderland,1895,16
"E. Williams, Cook, & Co.",Swansea,1887,16
Edmiston & Mitchells,Glasgow,1877,16
Edmiston & Mitchells,Glasgow,1893,16
Farnworth,Liverpool,1883,16
Fleming & Barry,Dundee,1893,16
"Fox, Eliott, & Co.",Plymouth,1899,16
G. A. Carr & Co.,Grimsby,1883,16
G. F. Neame,London,1879,16
H. M. Moller,Sunderland,1899,16
"Haagensen, Watt, & Co.",Hull,1895,16
J. Atkinson & Son,Newcastle upon Tyne,1877,16
J. Black & Co.,Tyne Ports,1885,16
J. C. Pinkerton & Co.,Belfast,1897,16
J. Cormack,Leith,1883,16
J. Currie & Co.,Leith,1897,16
J. Donaldson & Sons,Methil,1893,16
J. Scott,Tyne Ports,1889,16
J. T. Sydenham & Co.,Poole,1895,16
Jones & Wainwright,Bristol,1889,16
Kirkwood,Alloa,1891,16
Kirkwood,Alloa,1895,16
Knott & Barker,Grimsby,1897,16
"L. Gueret, Ltd.",Cardiff,1899,16
L. Torkildsen & Co.,Sunderland,1883,16
Lim,Swansea,1889,16
Love & Stewart,Alloa,1885,16
Lowell,Cardiff,1879,16
M. Fischer & Co.,Alloa,1887,16
Madsen,Alloa,1881,16
May & Hassell,Hartlepool (West),1881,16
McPherson & McLaren,Grangemouth,1881,16
"Mitchell, Thomson, & Co.",Granton,1891,16
"Mitshel, Pedersen, & Co.",Sunderland,1887,16
Morel Bros.,Cardiff,1879,16
Newport Pitwood Co.,Newport,1884,16
Nicks & Co.,Gloucester,1883,16
Osbeck & Co.,Tyne Ports,1899,16
Pearson,Hartlepool (West),1889,16
Pedersen,Hartlepool (West),1893,16
Pedersen & Co.,Hartlepool,1899,16
Pickford,Hartlepool (West),1881,16
R. & R. Bayly,Plymouth,1891,16
R. Hamilton & Co.,Glasgow,1889,16
R. Martin & Co.,Dublin,1885,16
R. Martin & Co.,Dublin,1887,16
Reeves,NEWHAVEN,1883,16
S. Ellis,Grimsby,1883,16
S. Ellis,Grimsby,1895,16
Salvesen & Co.,Leith,1885,16
"Seddon, Shepherd, & Co.",Grimsby,1887,16
"Seddon, Shepherd, & Co.",Grimsby,1889,16
Simkin,Cardiff,1887,16
"Singleton, Dunn, & Co.",Glasgow,1875,16
"Singleton, Dunn, & Co.",Greenock,1874,16
T. Dixon & Sons,Belfast,1881,16
T. Dixon & Sons,Belfast,1891,16
"Tagart, Beaton & Co.",,1899,16
Taylor & Low Bros.,Bristol,1877,16
Taylor & Low Bros.,Bristol,1897,16
Trayes & Co.,Cardiff,1883,16
W. & A. Laycock,,1877,16
W. Davies & Co.,Swansea,1899,16
W. M. Mackay,Liverpool,1889,16
W. Pearson & Co.,Hartlepool (West),1895,16
"Wade, Sons, & Co.",Hull,1897,16
Watsons,Cardiff,1897,16
William Davies & Co.,Swansea,1899,16
Williams & Co.,Swansea,1889,16
Williams & Davies,Swansea,1883,16
"Williams, Thomas, & Co.",Cardiff,1897,16
Wintringham & Son,Grimsby,1881,16
Wm. Graham,Dublin,1887,16
"& c., Price, Potter, Walker, & Co.",Barrow-in-Furness,1877,15
A. Dobell & Co.,Liverpool,1897,15
Alexanders & Co.,Cardiff,1893,15
Barker & Bell,Sunderland,1885,15
Barkworth & Spaldin,Gloucester,1883,15
"Bell, Harrison & Co.",Cardiff,1897,15
Bennetts,,1879,15
Booth & Co.,Gloucester,1879,15
Brownlee & Co.,Grangemouth,1895,15
"Bryson, Jameson, & Co.",Hull,1895,15
Budd,Newport,1883,15
Budd,Newport,1895,15
C. Calder & Co.,LOWESTOFT,1899,15
C. Salvesen & Co.,Leith,1889,15
Calder & Co.,Granton,1877,15
Calder & Co.,Middlesbrough,1895,15
Churchill & Sim,London,1897,15
Crossfield & Co.,Barrow-in-Furness,1899,15
Donaldson & Son,Dundee,1885,15
Driver & Co.,Southampton,1887,15
Drysdale Bros.,Liverpool,1891,15
Duus Brown,London,1881,15
Duus Brown & Co.,London,1874,15
E. Chaloner & Co.,Liverpool,1893,15
E. Chaloner & Co.,Liverpool,1897,15
Edmiston & Mitchells,Greenock,1883,15
English Brothers,WISBECH,1887,15
Fleming & Barry,Dundee,1895,15
"Fox, Eliott, & Co.",Plymouth,1887,15
"Fox, Eliott, & Co.",Plymouth,1897,15
G. Gordon & Co.,Aberdeen,1897,15
G. Milne & Co.,Aberdeen,1881,15
G. T. Pearson & Co.,Hartlepool (West),1883,15
Gregor Bros.,Swansea,1889,15
Gulstad,Borrowstounness,1881,15
H. Hay,Liverpool,1893,15
H. Sheraton & Co.,Hartlepool (West),1883,15
H. Smith & Co.,Hull,1883,15
H. Smith & Co.,Hull,1887,15
Hall Bros.,Tyne Ports,1875,15
"Hartmann, Martin, & Co.",Cardiff,1887,15
Hessler & Co.,Hartlepool (West),1895,15
Hessler & Co.,Hartlepool (West),1897,15
"Horsley, Smith, & Co.",Hull,1899,15
"Illingworth, Ingham, & Co.",Goole,1897,15
J. & W. Jackson,Whitehaven,1889,15
J. Bland & Co.,Cardiff,1889,15
J. D. Thomson,Alloa,1885,15
J. Denholm,Borrowstounness,1881,15
J. Denholm,Borrowstounness,1895,15
J. Denholm & Co.,Borrowstounness,1883,15
J. Fleming,Dundee,1885,15
J. Griggs & Co.,Hartlepool (West),1889,15
J. Jessiman,Dundee,1883,15
J. Kennedy & Co.,Alloa,1881,15
J. Kennedy & Co.,Alloa,1893,15
J. Kennedy & Co.,Alloa,1895,15
J. R. Boyce,,1881,15
J. Rhodes & Co.,Hartlepool (West),1877,15
J. Sandison,Wick,1883,15
J. T. Salvesen & Co.,Grangemouth,1881,15
King Bros.,Bristol,1887,15
Kirkwood & Co.,Alloa,1889,15
Lindsay & Hall,Sunderland,1887,15
Madsen & Borch,Alloa,1891,15
Manzanos,Cardiff,1883,15
Marshall & Atkinson,Grimsby,1889,15
Neame & Co.,London,1883,15
Newport (Mon.) Pitwood Co.,Cardiff,1891,15
Newport (Mon.) Pitwood Co.,Newport,1889,15
"Newport, Mon., Pitwood Co., Lim",Newport,1889,15
Nicholas & Co.,Newport,1889,15
P. & J. Wilkie,Alloa,1879,15
P. & J. Wilkie,Grangemouth,1881,15
P. & J. Wilkie,Grangemouth,1897,15
P. Osbeck,Tyne Ports,1881,15
Pickford,Hartlepool (West),1889,15
Pickford & Co.,Hartlepool (West),1881,15
Pickford & Co.,Hartlepool (West),1895,15
"Powley, Thomas, & Co.",Cardiff,1897,15
"Price, Walker, & Co.",Gloucester,1887,15
"Pyman, Bell, & Co.",Hartlepool (West),1897,15
R. Cox & Co.,Liverpool,1893,15
"R. Wade, Sons, & Co.",Hartlepool (West),1895,15
Rayner & Moller,Hartlepool (West),1883,15
Rayner & Moller,Hartlepool (West),1885,15
"Rennie, Bryson, & Co.",Alloa,1893,15
"Robinson, Dunn, & Co.",Grangemouth,1877,15
S. Brown,London,1895,15
Simson & Mason,London,1881,15
"Singleton, Dunn, & Co.",Glasgow,1877,15
"Singleton, Dunn, & Co.",Glasgow,1887,15
T. & C. Martin,Dublin,1887,15
T. P. Thomas & Co.,Cardiff,1899,15
Tealby & Co.,Hull,1895,15
"Tellefsen, Wills, & Co.",Cardiff,1889,15
Thompson & Co.,Sunderland,1881,15
"Thompson, Pattrick, & Co.",King's Lynn,1899,15
Tyne Steamship Co.,Tyne Ports,1884,15
Victor Nilson & Co.,Hartlepool (West),1891,15
W. Christie & Co.,Grimsby,1889,15
W. Donaldson,Borrowstounness,1874,15
Walker & Co.,Inverness,1885,15
Wilkie,Grangemouth,1891,15
Wilson,Hull,1885,15
With,London,1889,15
Wright,Glasgow,1887,15
"Wright, Graham, & Co.",Glasgow,1895,15
A. Capelle,Swansea,1895,14
A. H. Tapson & Co.,Cardiff,1889,14
A. McEwen,Wick,1883,14
Acorn yard,London,1885,14
Allan Bros.,Berwick-upon-Tweed,1893,14
Barkworth,Gloucester,1885,14
Bland & Co.,Liverpool,1877,14
Brown,Hull,1874,14
Brownlee,Grangemouth,1879,14
Calder & Co.,Dublin,1885,14
"Calder, Dixon, Stewart, & Co.",Alloa,1881,14
Churchill & Sim,London,1874,14
Currie & Co.,Leith,1883,14
D. Sandison,Wick,1887,14
D. W. Beattie,Leith,1889,14
Denholm & Co.,Borrowstounness,1875,14
Dolton,London,1895,14
"Dolton, Bournes, & Dolton",London,1897,14
Driver & Co.,Southampton,1897,14
Drysdale,Liverpool,1883,14
Duus,London,1887,14
Duus,London,1891,14
Duus Brown & Co.,,1887,14
E. A. Casper & Co.,Hartlepool (West),1885,14
Ebbw Vale Co.,Newport,1887,14
English,WISBECH,1885,14
Farnworth & Jardine,Liverpool,1883,14
Fife Coal Co.,Kirkcaldy,1889,14
Fife Coal Co.,Kirkcaldy,1899,14
Fleming & Barry,Dundee,1891,14
Fleming & Barry,Dundee,1897,14
"Foy, Morgan, & Co.",London,1887,14
G. A. Carr & Co.,Grimsby,1891,14
G. Milne & Co.,Aberdeen,1889,14
H. Erichsen & Co.,Hartlepool (West),1889,14
Harrison,Hull,1879,14
"Harrison, Robinson, & Co.",MANCHESTER,1899,14
Harvey & Co.,Truro,1881,14
Heaven & Kesterton,Hull,1887,14
Horsley,Hartlepool (West),1887,14
J. Black & Co.,Tyne Ports,1881,14
J. Black & Co.,Tyne Ports,1883,14
J. Cormack,Leith,1881,14
J. D. Thomson,Alloa,1881,14
J. Denholm,Borrowstounness,1899,14
J. Donaldson & Sons,Kirkcaldy,1897,14
J. Donaldson & Sons,Kirkcaldy,1899,14
J. Griggs & Co.,Hartlepool (West),1887,14
J. Keen,London,1895,14
J. Kennedy & Co.,Alloa,1899,14
J. W. Baird & Co.,Hartlepool (West),1899,14
Jewson & Sons,Yarmouth,1893,14
Jones & Nash,Bristol,1877,14
Joseph Thompson & Co.,Sunderland,1889,14
King Bros.,Bristol,1879,14
King Bros.,Bristol,1889,14
Kirkwood & Co.,Alloa,1895,14
L. Torkildsen & Co.,Sunderland,1881,14
Leask & Co.,Peterhead,1881,14
Lochgelly Iron & Coal Co.,Kirkcaldy,1899,14
London & South Wales Co.,Newport,1883,14
Love & Stewart,Alloa,1891,14
Love & Stewart,Borrowstounness,1875,14
Madsen,Alloa,1895,14
Madsen,Alloa,1897,14
Main Colliery Co.,Swansea,1893,14
May & Co.,Bristol,1874,14
May & Hassell,Bristol,1885,14
May & Hassell,Hartlepool (West),1883,14
May & Hassell,Poole,1887,14
Millar,Montrose,1885,14
"Mitchell, Thomson, & Co.",Granton,1887,14
New Gellivara Co.,London,1879,14
Newport (Mon.) Pitwood Co.,Newport,1891,14
Newport Pitwood Co.,,1883,14
North's Navigation Collieries,Swansea,1891,14
Owners Middlesbrough Estate,Middlesbrough,1895,14
"Park, Dobson, & Co.",Leith,1891,14
Parsons Bros.,NEWHAVEN,1885,14
"Partridge, Jones & Co.",Newport,1899,14
"Price, Potter, Walker, & Co.",Grimsby,1883,14
"Price, Walker & Co., Ltd.",Gloucester,1899,14
Pyman,Hull,1897,14
Quosbarth & Co.,Dundee,1874,14
R. Park & Co.,Leith,1875,14
Robb Bros.,Belfast,1889,14
Russia dock,London,1887,14
S. Ellis,Grimsby,1897,14
"Singleton, Dunn, & Co.",Glasgow,1897,14
"Stanley, Bristow, & Copley",WISBECH,1885,14
T. Adams & Sons,Gloucester,1895,14
T. Dixon & Sons,Belfast,1887,14
Tagart & Co.,London,1874,14
Taylor & Low Bros.,Bristol,1885,14
Tyzack & Co.,Newcastle,1897,14
W. & C. Pantin,London,1899,14
W. Donaldson,Borrowstounness,1877,14
W. Graham,Dublin,1883,14
W. J. Young,Hartlepool (West),1885,14
W. Macconnachie & Co.,Fraserburgh,1881,14
Wilson,,1874,14
"Wilson, Sons, & Co.",Hull,1881,14
A. H. Tapson & Co.,Newport,1885,13
A. H. Tapson & Co.,Newport,1897,13
Alexanders & Co.,Newport,1881,13
Alloa Coal Co.,Alloa,1889,13
Barkworth & Spaldin,Gloucester,1885,13
Bennetts,Grimsby,1891,13
Beves & Co.,Shoreham,1899,13
Brownlee & Co.,Glasgow,1891,13
"Bryant, Powis, & Co.",London,1885,13
"Burt, Boulton, & Haywood",Grimsby,1895,13
C. A. Forslind & Co.,Hartlepool,1899,13
C. A. Forslind & Co.,Hartlepool (West),1891,13
C. A. Forslind & Co.,Hartlepool (West),1893,13
C. Ludwig & Co.,Aberdeen,1895,13
C. Schroeter & Co.,Cardiff,1883,13
Calder & Co.,Borrowstounness,1875,13
Calder Bros.,Sunderland,1883,13
Canada yard,London,1887,13
Capelle,Cardiff,1895,13
Churchill & Sim,London,1887,13
Corry & Co.,Belfast,1885,13
Davies,Swansea,1889,13
Denholm,Borrowstounness,1895,13
Driver & Co.,Southampton,1893,13
Duus,London,1895,13
E. A. Casper & Co.,Hartlepool (West),1887,13
E. A. Casper & Co.,Hartlepool (West),1891,13
E. Wiener,Sunderland,1895,13
Farnworth & Co.,,1874,13
Farnworth & Jardine,,1899,13
Fife Coal Co.,Methil,1893,13
Fischer & Co.,Alloa,1887,13
"Fox, Eliott, & Co.",Plymouth,1891,13
"Foy, Morgan, & Co.",London,1895,13
G. Gordon & Co.,Aberdeen,1895,13
G. Heyn & Sons,Belfast,1893,13
G. Horsley,Hartlepool (West),1895,13
G. Horsley & Co.,Grimsby,1885,13
G. Horsley & Co.,Hartlepool (West),1879,13
G. Pyman & Co.,Hartlepool (West),1883,13
"G. W. Jones, Heard, & Co.",Newport,1881,13
Garland & Roger,Leith,1893,13
Gregor Bros.,Swansea,1883,13
H. & G. Curwen & Co.,Preston,1893,13
Harrison & Singleton,Hartlepool (West),1879,13
Heard,Newport,1887,13
Horsley & Co.,Hartlepool (West),1885,13
J. Cormack & Co.,Leith,1899,13
J. D. Thomson,Alloa,1889,13
J. Donaldson & Sons,Dundee,1899,13
J. Donaldson & Sons,Kirkcaldy,1889,13
J. Hall,Sunderland,1899,13
J. Hewson & Co.,Grimsby,1893,13
J. P. Hornung,Middlesbrough,1881,13
J. R. Boyce,London,1879,13
J. W. Baird & Co.,Hartlepool (West),1893,13
James Rankine & Son,Grangemouth,1897,13
Jas,Grangemouth,1877,13
Jewson & Sons,Yarmouth,1889,13
John Denholm & Co.,Borrowstounness,1899,13
Jones & Wainwright,Bristol,1897,13
"Jones, Heard",Cardiff,1881,13
King Bros.,Bristol,1881,13
Llynvi,Swansea,1887,13
Macpherson & McLaren,Grangemouth,1893,13
Manzanos,Cardiff,1889,13
Milne & Co.,Aberdeen,1885,13
"Mitchell, Thomson, & Co.",Granton,1885,13
Moller,Hartlepool (West),1883,13
Morel Bros.,Cardiff,1877,13
Nicks & Co.,Gloucester,1897,13
Overside,,1887,13
Overside,London,1887,13
"Park, Dobson, & Co.",Leith,1899,13
Parsons Bros.,NEWHAVEN,1883,13
Parsons Bros.,NEWHAVEN,1889,13
Pickford & Co.,Hartlepool (West),1893,13
Price & Co.,Gloucester,1889,13
"Price, Potter, & Co.",Barrow-in-Furness,1881,13
Pyman,Hartlepool (West),1883,13
"Pyman, Bell, & Co.",Hartlepool,1899,13
"Pyman, Bell, & Co.",Sunderland,1899,13
Quebec sheds,London,1887,13
R. Coltart & Co.,Liverpool,1895,13
R. Cox & Co.,Liverpool,1895,13
R. Grandidge,Chester,1883,13
R. Melville & Co.,Grangemouth,1889,13
Robert Millar & Sons,Montrose,1887,13
S. Brown,London,1899,13
Salvesen & Co.,Leith,1883,13
Samuel Ellis,Grimsby,1899,13
Short Bros.,Sunderland,1885,13
Simkin,Cardiff,1891,13
Smith Bros.,WISBECH,1883,13
St. John Hunt & Co.,NEWHAVEN,1899,13
T. & C. Martin,Dublin,1885,13
T. & C. Martin,Dublin,1889,13
T. Adams & Sons,Gloucester,1893,13
Taylor & Co.,Bristol,1875,13
Taylor & Low,Bristol,1879,13
Tellefsen,Cardiff,1879,13
Tellefsen & Co.,Cardiff,1891,13
"Tellefsen, Wills, & Co.",Cardiff,1885,13
W. D. Coxon,Hartlepool (West),1885,13
W. Davies & Co.,Swansea,1897,13
W. M. Mackay,Liverpool,1899,13
W. S. Vivian,Swansea,1895,13
W. Thomson & Co.,Leith,1895,13
W. W. Harvey,NEWHAVEN,1881,13
"Wade, Sons, & Co.",Hull,1895,13
Watson & Todd,Liverpool,1893,13
Watts,Newport,1881,13
"Watts, Williams, & Co.",Newport,1899,13
Wiener,Sunderland,1889,13
Wilkie,Alloa,1881,13
Wilson,Hull,1887,13
Wilson,Hull,1893,13
Wilson,Hull,1895,13
Wintringham,Grimsby,1879,13
Wintringham & Son,Grimsby,1887,13
"With, Webster, & Co.",London,1875,13
"With, Webster, & Co.",London,1885,13
Wm. Graham,Dublin,1885,13
"& c., Harrison & Singleton",Hartlepool (West),1875,12
"& c., Jones & Nash",Bristol,1877,12
"& c., Shields",Hull,1874,12
A. F. & D. Mackay,Liverpool,1893,12
A. H. Tapson & Co.,Cardiff,1895,12
A. Livingston & Co.,Hartlepool (West),1889,12
A. Losack,London,1899,12
Adams & Co.,Gloucester,1879,12
Alderson & English,Boston,1897,12
Alderson & English,Boston,1899,12
"Allison, Cousland, & Hamilton",Greenock,1877,12
Bennetts,Grimsby,1883,12
Beves & Co.,Shoreham,1893,12
Beves & Co.,Shoreham,1895,12
Budd,Newport,1891,12
Budd & Co.,Cardiff,1897,12
Burt & Co.,Grimsby,1879,12
C. A. Forslind & Co.,Hartlepool (West),1899,12
C. Calder & Co.,Boston,1897,12
C. Leary & Co.,London,1895,12
C. Salvesen & Co.,Leith,1897,12
Calder & Co.,Borrowstounness,1877,12
Calder & Co.,Middlesbrough,1897,12
Calder & Co.,Middlesbrough,1899,12
Centre yard,London,1887,12
Churchill & Sim,Liverpool,1893,12
"Cox, Long & Co.",London,1899,12
D. W. Beattie,Leith,1885,12
Davis,Swansea,1881,12
Dawson Bros.,Southampton,1883,12
Denholm & Co.,Borrowstounness,1874,12
Denholm & Co.,Borrowstounness,1887,12
Driver & Co.,Southampton,1885,12
Drysdale,Liverpool,1889,12
Drysdale Bros.,,1889,12
Duncan & Co.,Leith,1883,12
Duus Brown & Co.,London,1891,12
Duus Brown & Co.,London,1895,12
Duus Brown & Co.,London,1897,12
E. Chaloner & Co.,Liverpool,1875,12
E. H. Barton & Son,London,1897,12
E. Pritchard,Hartlepool (West),1895,12
E. S. Jobson & Co.,Hartlepool (West),1875,12
E. W. Campbell,Sunderland,1893,12
"E. Williams, Cook, & Co.",Swansea,1889,12
Edmiston & Mitchells,Greenock,1877,12
English Brothers,WISBECH,1889,12
Ericsson,Hull,1875,12
F. E. Vivian,Swansea,1893,12
F. Reeves,NEWHAVEN,1883,12
Fox,Plymouth,1895,12
"Foy, Morgan, & Co.",London,1891,12
G. Pyman & Co.,Hartlepool (West),1879,12
Garland,Leith,1889,12
Gueret,Cardiff,1881,12
H. & G. Curwen & Co.,Preston,1899,12
Hall Bros.,Tyne Ports,1883,12
"Harrison, Robinson, & Co.",Liverpool,1887,12
Harvey & Co.,Truro,1883,12
Hessler,Hartlepool (West),1895,12
"Illingworth, Ingham, & Co.",Goole,1893,12
J. & J. Colman,Yarmouth,1883,12
J. Budge,Kirkcaldy,1883,12
J. Chapman & Co.,Grimsby,1881,12
J. Chapman & Co.,Grimsby,1887,12
J. Chapman & Co.,Grimsby,1889,12
J. Cormack,Leith,1885,12
J. Denholm & Co.,Bo'ness,1899,12
J. Donaldson & Sons,Dundee,1887,12
J. Mitchell & Co.,Leith,1889,12
J. Rhodes & Co.,,1877,12
J. Rogers,Cardiff,1879,12
J. W. Baird & Co.,Grangemouth,1893,12
Jewson,Yarmouth,1879,12
John Eede Butt & Sons,LITTLEHAMPTON,1895,12
John J. Norton,Poole,1883,12
Jones,Swansea,1887,12
Kirkwood & Co.,Alloa,1893,12
L. & H. Gueret,Cardiff,1883,12
Leask & Co.,Peterhead,1885,12
Lochgelly Iron & Coal Co.,Kirkcaldy,1893,12
Lochgelly Iron & Coal Co.,Kirkcaldy,1897,12
